acq_date,fires,frp,scan,brightness,max_t,month_sin,month_cos
3545.0,2010-07-17,42.0,7178.5,66.3,356.95,22.4,-0.5000000000000001,-0.8660254037844386
3546.0,2010-07-18,26.0,2409.7,30.8,356.80384615384617,23.6,-0.5000000000000001,-0.8660254037844386
3547.0,2010-07-19,22.0,3188.7,35.4,347.64090909090913,21.0,-0.5000000000000001,-0.8660254037844386
3548.0,2010-07-20,30.0,2962.3,35.5,359.18,20.7,-0.5000000000000001,-0.8660254037844386
3549.0,2010-07-21,14.0,1507.1,19.3,334.8285714285715,20.3,-0.5000000000000001,-0.8660254037844386
3550.0,2010-07-22,33.0,3021.6,43.2,347.23939393939395,21.4,-0.5000000000000001,-0.8660254037844386
3551.0,2010-07-23,13.0,862.0,19.3,334.45384615384614,21.5,-0.5000000000000001,-0.8660254037844386
3552.0,2010-07-24,49.0,9277.4,84.1,353.3367346938776,21.4,-0.5000000000000001,-0.8660254037844386
3553.0,2010-07-25,25.0,3948.6,40.4,359.82800000000003,19.5,-0.5000000000000001,-0.8660254037844386
3554.0,2010-07-26,49.0,4683.9,86.0,341.55102040816325,21.4,-0.5000000000000001,-0.8660254037844386
3555.0,2010-07-27,7.0,496.9,9.8,346.0142857142857,20.7,-0.5000000000000001,-0.8660254037844386
3556.0,2010-07-28,43.0,4808.3,67.9,341.48837209302326,23.2,-0.5000000000000001,-0.8660254037844386
3557.0,2010-07-29,65.0,6111.5,71.4,360.5184615384616,23.9,-0.5000000000000001,-0.8660254037844386
3558.0,2010-07-30,17.0,2014.6,23.7,346.7823529411765,26.4,-0.5000000000000001,-0.8660254037844386
3559.0,2010-07-31,30.0,1841.7,35.3,338.39000000000004,26.8,-0.5000000000000001,-0.8660254037844386
3560.0,2010-08-01,14.0,660.8,21.3,327.8071428571429,24.0,-0.8660254037844384,-0.5000000000000004
3561.0,2010-08-02,33.0,4237.2,48.6,357.3666666666667,20.4,-0.8660254037844384,-0.5000000000000004
3562.0,2010-08-03,13.0,2062.1,21.4,346.2076923076923,20.7,-0.8660254037844384,-0.5000000000000004
3563.0,2010-08-04,14.0,949.3,17.9,343.88571428571424,22.7,-0.8660254037844384,-0.5000000000000004
3564.0,2010-08-05,36.0,3289.9,49.7,350.29999999999995,22.5,-0.8660254037844384,-0.5000000000000004
3565.0,2010-08-06,42.0,9540.6,72.2,362.74285714285713,22.4,-0.8660254037844384,-0.5000000000000004
3566.0,2010-08-07,36.0,4067.5,49.2,350.84722222222223,20.1,-0.8660254037844384,-0.5000000000000004
3567.0,2010-08-08,24.0,2796.8,41.4,351.7833333333333,22.2,-0.8660254037844384,-0.5000000000000004
3568.0,2010-08-09,28.0,2325.6,33.5,349.7785714285714,23.1,-0.8660254037844384,-0.5000000000000004
3569.0,2010-08-10,40.0,6083.099999999999,53.2,363.16,19.7,-0.8660254037844384,-0.5000000000000004
3570.0,2010-08-11,31.0,3728.6,35.4,357.73870967741937,19.0,-0.8660254037844384,-0.5000000000000004
3571.0,2010-08-12,76.0,9359.7,95.6,361.99605263157895,19.6,-0.8660254037844384,-0.5000000000000004
3572.0,2010-08-13,62.0,12877.3,118.5,352.51612903225805,20.5,-0.8660254037844384,-0.5000000000000004
3573.0,2010-08-14,162.0,25740.9,215.2,360.8839506172839,22.2,-0.8660254037844384,-0.5000000000000004
3574.0,2010-08-15,77.0,13450.1,144.6,353.7064935064936,26.2,-0.8660254037844384,-0.5000000000000004
3575.0,2010-08-16,143.0,22012.8,200.7,357.59230769230766,23.5,-0.8660254037844384,-0.5000000000000004
3576.0,2010-08-17,48.0,8388.5,66.8,364.6895833333333,21.9,-0.8660254037844384,-0.5000000000000004
3577.0,2010-08-18,74.0,19543.6,130.8,357.4216216216216,23.4,-0.8660254037844384,-0.5000000000000004
3578.0,2010-08-19,38.0,4641.9,44.9,365.12105263157895,27.8,-0.8660254037844384,-0.5000000000000004
3579.0,2010-08-20,24.0,3436.3,36.3,354.05,18.1,-0.8660254037844384,-0.5000000000000004
3580.0,2010-08-21,40.0,4380.0,49.6,358.515,21.8,-0.8660254037844384,-0.5000000000000004
3581.0,2010-08-22,19.0,1592.3,26.0,345.8894736842105,22.3,-0.8660254037844384,-0.5000000000000004
3582.0,2010-08-23,43.0,5341.7,64.9,351.0279069767442,20.1,-0.8660254037844384,-0.5000000000000004
3583.0,2010-08-24,17.0,2188.3,26.3,351.77058823529416,21.1,-0.8660254037844384,-0.5000000000000004
3584.0,2010-08-25,39.0,4096.2,53.6,347.01794871794874,18.6,-0.8660254037844384,-0.5000000000000004
3585.0,2010-08-26,28.0,2270.4,40.5,344.9642857142857,20.8,-0.8660254037844384,-0.5000000000000004
3586.0,2010-08-27,25.0,3541.9,38.3,353.732,22.4,-0.8660254037844384,-0.5000000000000004
3587.0,2010-08-28,22.0,1794.6,34.5,343.8363636363636,23.7,-0.8660254037844384,-0.5000000000000004
3588.0,2010-08-29,29.0,4033.2,49.4,347.5896551724138,22.4,-0.8660254037844384,-0.5000000000000004
3589.0,2010-08-30,105.0,15727.8,127.9,368.9171428571429,23.2,-0.8660254037844384,-0.5000000000000004
3590.0,2010-08-31,39.0,9100.7,91.9,347.10769230769233,24.2,-0.8660254037844384,-0.5000000000000004
3591.0,2010-09-01,86.0,11056.4,123.3,348.4732558139535,24.8,-1.0,-1.8369701987210297e-16
3592.0,2010-09-02,32.0,4208.5,43.7,358.421875,28.4,-1.0,-1.8369701987210297e-16
3593.0,2010-09-03,29.0,4614.0,42.5,358.3827586206897,27.1,-1.0,-1.8369701987210297e-16
3594.0,2010-09-04,6.0,1730.0,13.5,354.0,25.7,-1.0,-1.8369701987210297e-16
3595.0,2010-09-05,15.0,1439.2,24.5,335.96666666666664,23.6,-1.0,-1.8369701987210297e-16
3596.0,2010-09-06,7.0,494.1,9.5,341.0571428571429,25.1,-1.0,-1.8369701987210297e-16
3597.0,2010-09-07,9.0,718.2,13.7,343.27777777777777,25.4,-1.0,-1.8369701987210297e-16
3598.0,2010-09-08,6.0,261.1,6.8,339.0833333333333,23.8,-1.0,-1.8369701987210297e-16
3599.0,2010-09-09,18.0,1455.8,21.4,351.6555555555556,25.4,-1.0,-1.8369701987210297e-16
3600.0,2010-09-10,9.0,652.1,10.8,349.93333333333334,24.1,-1.0,-1.8369701987210297e-16
3601.0,2010-09-11,23.0,4004.4,33.4,362.5434782608696,25.3,-1.0,-1.8369701987210297e-16
3602.0,2010-09-12,35.0,2707.1,41.8,348.98,23.6,-1.0,-1.8369701987210297e-16
3603.0,2010-09-13,33.0,3436.8,39.5,362.4484848484848,25.9,-1.0,-1.8369701987210297e-16
3604.0,2010-09-14,26.0,2413.9,28.3,359.9769230769231,25.1,-1.0,-1.8369701987210297e-16
3605.0,2010-09-15,10.0,1490.4,15.1,359.09000000000003,26.1,-1.0,-1.8369701987210297e-16
3606.0,2010-09-16,23.0,1755.9,34.7,342.704347826087,23.9,-1.0,-1.8369701987210297e-16
3607.0,2010-09-17,38.0,3630.8,44.0,357.5736842105263,21.9,-1.0,-1.8369701987210297e-16
3608.0,2010-09-18,16.0,2122.1,28.0,349.4625,24.1,-1.0,-1.8369701987210297e-16
3609.0,2010-09-19,47.0,3317.5,52.5,346.43829787234046,21.0,-1.0,-1.8369701987210297e-16
3610.0,2010-09-20,16.0,2823.5,21.4,363.9125,19.7,-1.0,-1.8369701987210297e-16
3611.0,2010-09-21,17.0,3436.2,30.0,359.94705882352946,24.4,-1.0,-1.8369701987210297e-16
3612.0,2010-09-22,45.0,4000.0,51.5,351.2311111111111,24.0,-1.0,-1.8369701987210297e-16
3613.0,2010-09-23,19.0,2879.7,30.7,345.9578947368421,25.1,-1.0,-1.8369701987210297e-16
3614.0,2010-09-24,35.0,2911.3,42.8,348.8914285714286,25.5,-1.0,-1.8369701987210297e-16
3615.0,2010-09-25,15.0,1205.6,22.1,338.81333333333333,23.0,-1.0,-1.8369701987210297e-16
3616.0,2010-09-26,36.0,4843.5,43.0,363.30555555555554,26.6,-1.0,-1.8369701987210297e-16
3617.0,2010-09-27,19.0,1936.6,28.2,350.67368421052635,27.8,-1.0,-1.8369701987210297e-16
3618.0,2010-09-28,96.0,7833.3,116.1,345.89479166666666,27.3,-1.0,-1.8369701987210297e-16
3619.0,2010-09-29,138.0,31289.6,247.2,363.9869565217391,28.1,-1.0,-1.8369701987210297e-16
3620.0,2010-09-30,191.0,35975.4,271.4,364.7811518324607,21.9,-1.0,-1.8369701987210297e-16
3621.0,2010-10-01,161.0,29323.2,225.8,367.676397515528,21.9,-0.8660254037844386,0.5000000000000001
3622.0,2010-10-02,96.0,13280.5,147.9,352.54062500000003,21.1,-0.8660254037844386,0.5000000000000001
3623.0,2010-10-03,61.0,6312.6,81.2,350.1393442622951,23.5,-0.8660254037844386,0.5000000000000001
3624.0,2010-10-04,93.0,20777.7,193.4,350.91075268817207,28.1,-0.8660254037844386,0.5000000000000001
3625.0,2010-10-05,115.0,16967.6,171.7,361.6747826086957,28.3,-0.8660254037844386,0.5000000000000001
3626.0,2010-10-06,93.0,18563.5,151.3,357.4913978494623,29.4,-0.8660254037844386,0.5000000000000001
3627.0,2010-10-07,22.0,3422.8,27.7,360.7,29.9,-0.8660254037844386,0.5000000000000001
3628.0,2010-10-08,38.0,7421.3,46.9,372.71578947368425,22.6,-0.8660254037844386,0.5000000000000001
3629.0,2010-10-09,12.0,1677.6,19.5,350.7916666666667,19.3,-0.8660254037844386,0.5000000000000001
3630.0,2010-10-10,5.0,726.6,5.6,369.3,19.6,-0.8660254037844386,0.5000000000000001
3631.0,2010-10-11,16.0,1481.5,21.6,335.23125,22.2,-0.8660254037844386,0.5000000000000001
3632.0,2010-10-12,21.0,2671.5,28.4,360.4666666666667,22.9,-0.8660254037844386,0.5000000000000001
3633.0,2010-10-13,50.0,3514.1,52.5,354.69800000000004,23.9,-0.8660254037844386,0.5000000000000001
3634.0,2010-10-14,20.0,1800.0,21.3,362.645,25.6,-0.8660254037844386,0.5000000000000001
3635.0,2010-10-15,12.0,1534.8,18.1,351.0083333333334,25.3,-0.8660254037844386,0.5000000000000001
3636.0,2010-10-16,16.0,1200.7,21.1,341.94375,20.8,-0.8660254037844386,0.5000000000000001
3637.0,2010-10-17,44.0,8564.1,47.0,377.44090909090914,22.2,-0.8660254037844386,0.5000000000000001
3638.0,2010-10-18,85.0,43371.8,208.9,367.59529411764703,23.7,-0.8660254037844386,0.5000000000000001
3639.0,2010-10-19,85.0,20572.5,137.4,370.66,26.7,-0.8660254037844386,0.5000000000000001
3640.0,2010-10-20,85.0,13311.6,114.5,362.8141176470588,22.2,-0.8660254037844386,0.5000000000000001
3641.0,2010-10-21,24.0,2762.1,38.0,352.7708333333333,22.6,-0.8660254037844386,0.5000000000000001
3642.0,2010-10-22,19.0,1367.9,21.7,351.13157894736844,25.4,-0.8660254037844386,0.5000000000000001
3643.0,2010-10-23,48.0,4342.5,58.9,353.7083333333333,26.6,-0.8660254037844386,0.5000000000000001
3644.0,2010-10-24,19.0,2312.0,28.9,353.9789473684211,27.1,-0.8660254037844386,0.5000000000000001
3645.0,2010-10-25,28.0,1761.4,39.3,339.6464285714286,26.0,-0.8660254037844386,0.5000000000000001
3646.0,2010-10-26,69.0,7496.900000000001,94.4,350.6391304347826,26.4,-0.8660254037844386,0.5000000000000001
3647.0,2010-10-27,45.0,7551.0,64.9,360.2511111111111,28.0,-0.8660254037844386,0.5000000000000001
3648.0,2010-10-28,34.0,3992.4,49.5,352.5147058823529,27.4,-0.8660254037844386,0.5000000000000001
3649.0,2010-10-29,86.0,7410.8,114.6,344.1790697674419,26.5,-0.8660254037844386,0.5000000000000001
3650.0,2010-10-30,43.0,7467.1,70.2,362.5232558139535,26.5,-0.8660254037844386,0.5000000000000001
3651.0,2010-10-31,32.0,8363.699999999999,38.2,383.975,25.7,-0.8660254037844386,0.5000000000000001
3652.0,2010-11-01,11.0,2279.7,20.8,352.8272727272727,23.3,-0.5000000000000004,0.8660254037844384
3653.0,2010-11-02,52.0,7995.4,60.0,363.6596153846154,27.4,-0.5000000000000004,0.8660254037844384
3654.0,2010-11-03,33.0,8178.7,70.2,354.4030303030303,26.0,-0.5000000000000004,0.8660254037844384
3655.0,2010-11-04,109.0,19429.9,151.0,368.9091743119266,22.6,-0.5000000000000004,0.8660254037844384
3656.0,2010-11-05,72.0,17627.8,146.2,360.2555555555556,23.5,-0.5000000000000004,0.8660254037844384
3657.0,2010-11-06,111.0,14463.3,152.0,351.98288288288285,27.4,-0.5000000000000004,0.8660254037844384
3658.0,2010-11-07,164.0,23505.1,241.9,360.0920731707317,26.4,-0.5000000000000004,0.8660254037844384
3659.0,2010-11-08,204.0,29015.4,278.5,359.0289215686274,26.2,-0.5000000000000004,0.8660254037844384
3660.0,2010-11-09,255.0,100125.6,497.7,367.5858823529412,26.1,-0.5000000000000004,0.8660254037844384
3661.0,2010-11-10,223.0,37837.5,344.5,361.6318385650224,26.4,-0.5000000000000004,0.8660254037844384
3662.0,2010-11-11,70.0,10097.6,112.2,354.95714285714286,28.0,-0.5000000000000004,0.8660254037844384
3663.0,2010-11-12,192.0,50952.7,328.1,369.9411458333333,28.0,-0.5000000000000004,0.8660254037844384
3664.0,2010-11-13,29.0,8134.8,58.3,363.0241379310345,27.1,-0.5000000000000004,0.8660254037844384
3665.0,2010-11-14,19.0,1951.1,26.4,357.56315789473683,27.9,-0.5000000000000004,0.8660254037844384
3666.0,2010-11-15,71.0,11206.3,110.0,358.22676056338025,28.2,-0.5000000000000004,0.8660254037844384
3667.0,2010-11-16,42.0,10358.4,92.0,354.25476190476195,27.8,-0.5000000000000004,0.8660254037844384
3668.0,2010-11-17,24.0,2315.6,33.2,344.2083333333333,29.5,-0.5000000000000004,0.8660254037844384
3669.0,2010-11-18,54.0,13057.6,77.10000000000001,372.5648148148149,25.2,-0.5000000000000004,0.8660254037844384
3670.0,2010-11-19,61.0,19390.5,101.6,375.1901639344262,27.5,-0.5000000000000004,0.8660254037844384
3671.0,2010-11-20,113.0,15560.6,162.9,351.6601769911504,25.5,-0.5000000000000004,0.8660254037844384
3672.0,2010-11-21,93.0,12434.8,127.3,365.7268817204301,25.1,-0.5000000000000004,0.8660254037844384
3673.0,2010-11-22,159.0,22649.8,206.9,361.3088050314465,26.6,-0.5000000000000004,0.8660254037844384
3674.0,2010-11-23,93.0,15864.6,153.70000000000002,354.7817204301075,26.6,-0.5000000000000004,0.8660254037844384
3675.0,2010-11-24,62.0,7844.0,100.7,348.5516129032258,26.4,-0.5000000000000004,0.8660254037844384
3676.0,2010-11-25,80.0,11081.0,118.6,351.49625000000003,26.1,-0.5000000000000004,0.8660254037844384
3677.0,2010-11-26,103.0,23557.9,225.5,353.21067961165045,27.4,-0.5000000000000004,0.8660254037844384
3678.0,2010-11-27,65.0,9156.5,87.2,354.64307692307693,26.7,-0.5000000000000004,0.8660254037844384
3679.0,2010-11-28,12.0,1191.3,13.2,362.75,26.3,-0.5000000000000004,0.8660254037844384
3680.0,2010-11-29,31.0,5480.3,47.7,366.13870967741934,28.0,-0.5000000000000004,0.8660254037844384
3681.0,2010-11-30,15.0,3990.4,23.0,364.0933333333333,27.3,-0.5000000000000004,0.8660254037844384
3682.0,2010-12-01,21.0,2466.8,26.5,362.3,25.5,-2.4492935982947064e-16,1.0
3683.0,2010-12-02,31.0,6329.0,41.4,364.7129032258065,26.9,-2.4492935982947064e-16,1.0
3684.0,2010-12-03,34.0,11677.3,79.5,357.5794117647059,24.9,-2.4492935982947064e-16,1.0
3685.0,2010-12-04,19.0,3421.4,34.9,356.3,24.3,-2.4492935982947064e-16,1.0
3686.0,2010-12-05,22.0,4296.0,32.800000000000004,357.26363636363635,26.1,-2.4492935982947064e-16,1.0
3687.0,2010-12-06,11.0,1590.0,20.3,338.29090909090905,26.4,-2.4492935982947064e-16,1.0
3688.0,2010-12-07,18.0,5309.3,23.9,385.94444444444446,28.3,-2.4492935982947064e-16,1.0
3689.0,2010-12-08,35.0,3870.2,46.2,349.56857142857143,27.9,-2.4492935982947064e-16,1.0
3690.0,2010-12-09,24.0,2453.9,37.8,341.5458333333333,28.9,-2.4492935982947064e-16,1.0
3691.0,2010-12-10,3.0,370.8,6.9,336.5,30.4,-2.4492935982947064e-16,1.0
3692.0,2010-12-11,5.0,1292.6,5.8,379.78,30.7,-2.4492935982947064e-16,1.0
3693.0,2010-12-12,17.0,1739.6,21.4,363.66470588235296,27.2,-2.4492935982947064e-16,1.0
3694.0,2010-12-13,17.0,3206.4,18.3,379.7823529411765,30.2,-2.4492935982947064e-16,1.0
3695.0,2010-12-14,49.0,7847.3,75.3,353.01428571428573,29.1,-2.4492935982947064e-16,1.0
3696.0,2010-12-15,75.0,6233.8,96.5,345.9293333333333,32.1,-2.4492935982947064e-16,1.0
3697.0,2010-12-16,18.0,2979.1,32.3,344.3888888888889,31.3,-2.4492935982947064e-16,1.0
3698.0,2010-12-17,4.0,455.4,5.5,357.675,30.6,-2.4492935982947064e-16,1.0
3699.0,2010-12-18,2.0,74.2,2.1,331.95,30.4,-2.4492935982947064e-16,1.0
3700.0,2010-12-19,1.0,167.2,1.2,378.2,24.2,-2.4492935982947064e-16,1.0
3701.0,2010-12-20,1.0,113.0,1.2,367.8,28.1,-2.4492935982947064e-16,1.0
3702.0,2010-12-21,3.0,82.8,3.2,331.56666666666666,27.7,-2.4492935982947064e-16,1.0
3703.0,2010-12-22,2.0,145.39999999999998,2.1,354.75,23.1,-2.4492935982947064e-16,1.0
3704.0,2010-12-23,21.0,1927.1,24.2,358.552380952381,29.1,-2.4492935982947064e-16,1.0
3705.0,2010-12-24,9.0,709.6,11.3,344.03333333333336,27.7,-2.4492935982947064e-16,1.0
3706.0,2010-12-25,6.0,712.4,7.5,363.6833333333333,26.2,-2.4492935982947064e-16,1.0
3707.0,2010-12-26,3.0,868.2,8.5,361.1333333333334,24.2,-2.4492935982947064e-16,1.0
3709.0,2010-12-28,43.0,6604.7,69.2,348.0767441860465,25.1,-2.4492935982947064e-16,1.0
3710.0,2010-12-29,38.0,8983.4,59.6,368.4368421052632,27.5,-2.4492935982947064e-16,1.0
3711.0,2010-12-30,20.0,3511.0,41.7,348.12,30.4,-2.4492935982947064e-16,1.0
3712.0,2010-12-31,14.0,2564.1,28.5,356.62857142857143,29.5,-2.4492935982947064e-16,1.0
3713.0,2011-01-01,14.0,906.8,15.4,344.49285714285713,28.4,0.49999999999999994,0.8660254037844387
3714.0,2011-01-02,29.0,6428.6,38.1,364.9655172413793,29.6,0.49999999999999994,0.8660254037844387
3715.0,2011-01-03,25.0,2331.4,45.6,344.34,32.1,0.49999999999999994,0.8660254037844387
3716.0,2011-01-04,5.0,817.0999999999999,6.199999999999999,374.6,30.7,0.49999999999999994,0.8660254037844387
3717.0,2011-01-05,16.0,930.4,21.0,335.49375,29.3,0.49999999999999994,0.8660254037844387
3718.0,2011-01-06,18.0,2596.1,29.5,346.85,24.8,0.49999999999999994,0.8660254037844387
3719.0,2011-01-07,14.0,1458.3,14.5,366.2142857142857,26.8,0.49999999999999994,0.8660254037844387
3720.0,2011-01-08,40.0,5909.5,59.8,362.88,27.3,0.49999999999999994,0.8660254037844387
3721.0,2011-01-09,122.0,34525.8,221.7,365.9811475409836,27.8,0.49999999999999994,0.8660254037844387
3722.0,2011-01-10,36.0,5756.0,53.1,365.7138888888889,27.1,0.49999999999999994,0.8660254037844387
3723.0,2011-01-11,5.0,1232.9,12.0,356.14,28.6,0.49999999999999994,0.8660254037844387
3724.0,2011-01-12,1.0,187.6,1.2,382.0,29.6,0.49999999999999994,0.8660254037844387
3725.0,2011-01-13,17.0,1198.9,24.8,340.0411764705882,28.4,0.49999999999999994,0.8660254037844387
3726.0,2011-01-14,7.0,599.1,8.1,363.11428571428576,28.9,0.49999999999999994,0.8660254037844387
3728.0,2011-01-16,1.0,81.7,1.0,363.4,29.7,0.49999999999999994,0.8660254037844387
3729.0,2011-01-17,1.0,36.6,1.1,332.0,33.5,0.49999999999999994,0.8660254037844387
3730.0,2011-01-18,22.0,2318.4,25.0,364.6454545454545,34.9,0.49999999999999994,0.8660254037844387
3731.0,2011-01-19,4.0,377.7,5.4,353.35,31.2,0.49999999999999994,0.8660254037844387
3732.0,2011-01-20,2.0,227.0,3.0,356.79999999999995,29.8,0.49999999999999994,0.8660254037844387
3734.0,2011-01-22,13.0,1737.0,21.2,347.6615384615385,29.4,0.49999999999999994,0.8660254037844387
3735.0,2011-01-23,19.0,4411.3,26.2,367.9421052631579,29.8,0.49999999999999994,0.8660254037844387
3736.0,2011-01-24,10.0,2165.2,17.1,360.39,29.4,0.49999999999999994,0.8660254037844387
3737.0,2011-01-25,19.0,2022.8,28.1,352.12631578947367,30.4,0.49999999999999994,0.8660254037844387
3738.0,2011-01-26,20.0,1628.8,22.7,363.375,30.5,0.49999999999999994,0.8660254037844387
3739.0,2011-01-27,93.0,12758.4,169.7,345.9602150537634,31.0,0.49999999999999994,0.8660254037844387
3740.0,2011-01-28,295.0,60817.6,498.0,359.2833898305085,31.4,0.49999999999999994,0.8660254037844387
3741.0,2011-01-29,174.0,23397.7,306.0,347.52298850574715,29.7,0.49999999999999994,0.8660254037844387
3742.0,2011-01-30,297.0,71294.1,527.4,366.4410774410774,30.0,0.49999999999999994,0.8660254037844387
3743.0,2011-01-31,44.0,5122.9,64.1,359.32954545454544,31.1,0.49999999999999994,0.8660254037844387
3744.0,2011-02-01,43.0,10739.5,62.2,376.7232558139535,30.7,0.8660254037844386,0.5000000000000001
3745.0,2011-02-02,33.0,6515.5,59.6,352.4909090909091,31.8,0.8660254037844386,0.5000000000000001
3746.0,2011-02-03,10.0,511.7,10.6,346.88,31.3,0.8660254037844386,0.5000000000000001
3747.0,2011-02-04,16.0,3672.8,25.9,359.5625,32.6,0.8660254037844386,0.5000000000000001
3748.0,2011-02-05,68.0,12904.0,97.7,365.8176470588235,32.4,0.8660254037844386,0.5000000000000001
3749.0,2011-02-06,32.0,6383.2,41.7,372.675,32.4,0.8660254037844386,0.5000000000000001
3750.0,2011-02-07,1.0,225.9,1.2,390.2,30.4,0.8660254037844386,0.5000000000000001
3751.0,2011-02-08,22.0,3885.0,31.4,359.3954545454545,26.8,0.8660254037844386,0.5000000000000001
3752.0,2011-02-09,1.0,233.0,1.5,377.9,29.0,0.8660254037844386,0.5000000000000001
3753.0,2011-02-10,4.0,371.2,4.9,352.4,30.2,0.8660254037844386,0.5000000000000001
3754.0,2011-02-11,6.0,280.2,6.0,340.5,28.9,0.8660254037844386,0.5000000000000001
3755.0,2011-02-12,6.0,841.5,7.0,368.1333333333334,31.1,0.8660254037844386,0.5000000000000001
3756.0,2011-02-13,4.0,277.1,5.5,340.9,30.8,0.8660254037844386,0.5000000000000001
3757.0,2011-02-14,4.0,164.60000000000002,5.4,329.3,31.8,0.8660254037844386,0.5000000000000001
3758.0,2011-02-15,3.0,254.3,3.3,351.9666666666667,29.7,0.8660254037844386,0.5000000000000001
3759.0,2011-02-16,21.0,2565.6,28.7,359.43809523809523,28.8,0.8660254037844386,0.5000000000000001
3760.0,2011-02-17,4.0,155.2,4.300000000000001,336.6,28.7,0.8660254037844386,0.5000000000000001
3761.0,2011-02-18,20.0,1261.5,22.2,336.735,31.3,0.8660254037844386,0.5000000000000001
3762.0,2011-02-19,16.0,2288.8,20.5,357.075,31.9,0.8660254037844386,0.5000000000000001
3763.0,2011-02-20,5.0,1478.4,15.2,345.18,35.3,0.8660254037844386,0.5000000000000001
3764.0,2011-02-21,12.0,841.9,13.5,350.05833333333334,34.5,0.8660254037844386,0.5000000000000001
3765.0,2011-02-22,7.0,965.6,16.6,342.9142857142857,28.4,0.8660254037844386,0.5000000000000001
3766.0,2011-02-23,38.0,7160.2,50.0,367.21578947368425,27.6,0.8660254037844386,0.5000000000000001
3767.0,2011-02-24,17.0,4326.7,30.3,359.52941176470586,27.7,0.8660254037844386,0.5000000000000001
3768.0,2011-02-25,18.0,4592.3,25.9,358.4222222222222,29.3,0.8660254037844386,0.5000000000000001
3769.0,2011-02-26,11.0,1042.4,12.9,349.3454545454546,30.6,0.8660254037844386,0.5000000000000001
3770.0,2011-02-27,11.0,561.1,13.1,331.7818181818181,31.4,0.8660254037844386,0.5000000000000001
3771.0,2011-02-28,23.0,1569.4,45.4,330.7913043478261,32.0,0.8660254037844386,0.5000000000000001
3772.0,2011-03-01,42.0,15673.4,83.8,353.3857142857143,33.2,1.0,6.123233995736766e-17
3773.0,2011-03-02,10.0,1748.0,15.2,366.43,30.9,1.0,6.123233995736766e-17
3774.0,2011-03-03,9.0,1792.3,12.3,373.5111111111111,33.1,1.0,6.123233995736766e-17
3775.0,2011-03-04,6.0,1975.0,13.3,366.6833333333333,25.0,1.0,6.123233995736766e-17
3776.0,2011-03-05,10.0,1033.8,10.8,359.79,27.0,1.0,6.123233995736766e-17
3777.0,2011-03-06,21.0,8952.5,50.4,355.4428571428572,27.4,1.0,6.123233995736766e-17
3778.0,2011-03-07,115.0,17903.1,125.3,372.77130434782606,27.5,1.0,6.123233995736766e-17
3779.0,2011-03-08,11.0,2872.7000000000003,21.9,360.60909090909087,27.0,1.0,6.123233995736766e-17
3780.0,2011-03-09,6.0,587.7,6.1,365.51666666666665,27.1,1.0,6.123233995736766e-17
3781.0,2011-03-10,4.0,261.8,5.1,340.325,27.6,1.0,6.123233995736766e-17
3782.0,2011-03-11,2.0,186.9,3.2,335.9,29.2,1.0,6.123233995736766e-17
3783.0,2011-03-12,15.0,1132.4,19.0,343.34666666666664,28.9,1.0,6.123233995736766e-17
3784.0,2011-03-13,1.0,15.8,1.2,317.9,29.3,1.0,6.123233995736766e-17
3785.0,2011-03-14,12.0,1922.5,13.4,367.10833333333335,29.1,1.0,6.123233995736766e-17
3786.0,2011-03-15,14.0,2342.1,19.5,358.17857142857144,29.6,1.0,6.123233995736766e-17
3787.0,2011-03-16,38.0,5467.5,47.6,366.0421052631579,30.4,1.0,6.123233995736766e-17
3788.0,2011-03-17,39.0,10378.1,74.4,360.4641025641026,29.4,1.0,6.123233995736766e-17
3789.0,2011-03-18,34.0,7320.1,59.0,361.0235294117647,28.7,1.0,6.123233995736766e-17
3790.0,2011-03-19,57.0,6496.4,67.0,362.04035087719296,23.9,1.0,6.123233995736766e-17
3791.0,2011-03-20,13.0,3550.1,23.2,343.9384615384615,27.2,1.0,6.123233995736766e-17
3792.0,2011-03-21,4.0,149.4,4.4,352.925,31.1,1.0,6.123233995736766e-17
3793.0,2011-03-22,4.0,469.8,5.800000000000001,350.725,34.5,1.0,6.123233995736766e-17
3794.0,2011-03-23,4.0,275.3,4.8,346.15,32.4,1.0,6.123233995736766e-17
3795.0,2011-03-24,4.0,410.3,5.2,360.875,30.9,1.0,6.123233995736766e-17
3796.0,2011-03-25,12.0,2451.9,19.8,357.1333333333334,29.9,1.0,6.123233995736766e-17
3797.0,2011-03-26,20.0,2775.4,26.3,360.62,28.7,1.0,6.123233995736766e-17
3798.0,2011-03-27,18.0,2637.8,27.5,351.9277777777777,27.0,1.0,6.123233995736766e-17
3799.0,2011-03-28,101.0,13010.5,119.6,363.63861386138615,26.8,1.0,6.123233995736766e-17
3800.0,2011-03-29,48.0,12054.6,89.0,365.5958333333333,26.6,1.0,6.123233995736766e-17
3801.0,2011-03-30,101.0,38401.0,156.5,374.9306930693069,22.9,1.0,6.123233995736766e-17
3802.0,2011-03-31,38.0,14138.4,94.1,362.2552631578948,27.6,1.0,6.123233995736766e-17
3803.0,2011-04-01,39.0,4816.9,42.3,367.6384615384615,26.6,0.8660254037844387,-0.4999999999999998
3804.0,2011-04-02,26.0,6174.2,48.6,363.4307692307693,29.1,0.8660254037844387,-0.4999999999999998
3805.0,2011-04-03,8.0,774.8,10.1,353.775,26.0,0.8660254037844387,-0.4999999999999998
