acq_date,fires,frp,scan,brightness,max_t,month_sin,month_cos
956.0,2003-06-15,20.0,2732.6,32.9,348.91,20.0,1.2246467991473532e-16,-1.0
957.0,2003-06-16,14.0,1373.3,22.6,351.4714285714286,19.9,1.2246467991473532e-16,-1.0
958.0,2003-06-17,30.0,3694.8,50.5,346.24666666666667,20.3,1.2246467991473532e-16,-1.0
959.0,2003-06-18,14.0,1671.7,20.0,353.6714285714285,20.6,1.2246467991473532e-16,-1.0
960.0,2003-06-19,54.0,4965.0,63.5,348.1,23.1,1.2246467991473532e-16,-1.0
961.0,2003-06-20,12.0,1730.4,17.4,358.43333333333334,22.9,1.2246467991473532e-16,-1.0
962.0,2003-06-21,38.0,2652.3,42.8,344.5815789473684,23.4,1.2246467991473532e-16,-1.0
963.0,2003-06-22,32.0,4745.2,40.6,365.840625,19.8,1.2246467991473532e-16,-1.0
964.0,2003-06-23,8.0,1121.8,11.9,359.25,20.8,1.2246467991473532e-16,-1.0
965.0,2003-06-24,51.0,3667.7,55.9,349.3607843137255,19.1,1.2246467991473532e-16,-1.0
966.0,2003-06-25,22.0,4158.0,38.1,360.94545454545454,16.0,1.2246467991473532e-16,-1.0
967.0,2003-06-26,58.0,8353.3,84.2,353.2603448275862,21.2,1.2246467991473532e-16,-1.0
968.0,2003-06-27,10.0,972.0,12.2,359.16,22.8,1.2246467991473532e-16,-1.0
969.0,2003-06-28,6.0,588.4,6.4,360.7833333333333,25.3,1.2246467991473532e-16,-1.0
970.0,2003-06-29,35.0,3732.8,41.8,359.44,26.3,1.2246467991473532e-16,-1.0
971.0,2003-06-30,14.0,1346.9,17.1,358.0357142857143,21.4,1.2246467991473532e-16,-1.0
972.0,2003-07-01,30.0,2260.8,35.300000000000004,343.05333333333334,18.6,-0.5000000000000001,-0.8660254037844386
973.0,2003-07-02,7.0,937.6,10.5,359.2714285714286,20.2,-0.5000000000000001,-0.8660254037844386
974.0,2003-07-03,4.0,269.90000000000003,4.6000000000000005,347.475,21.3,-0.5000000000000001,-0.8660254037844386
975.0,2003-07-04,6.0,246.9,8.0,325.6333333333334,20.8,-0.5000000000000001,-0.8660254037844386
976.0,2003-07-05,16.0,1776.9,21.4,352.85625,20.8,-0.5000000000000001,-0.8660254037844386
977.0,2003-07-06,26.0,2957.4,32.0,360.38461538461536,20.0,-0.5000000000000001,-0.8660254037844386
978.0,2003-07-07,13.0,2608.6,25.8,355.44615384615383,21.2,-0.5000000000000001,-0.8660254037844386
979.0,2003-07-08,47.0,5098.2,52.1,360.3617021276596,22.5,-0.5000000000000001,-0.8660254037844386
980.0,2003-07-09,12.0,1578.9,20.1,348.0083333333334,23.9,-0.5000000000000001,-0.8660254037844386
981.0,2003-07-10,42.0,4039.1,49.9,346.3095238095238,22.0,-0.5000000000000001,-0.8660254037844386
982.0,2003-07-11,13.0,3161.2,22.6,364.6076923076923,22.2,-0.5000000000000001,-0.8660254037844386
983.0,2003-07-12,41.0,7011.8,65.1,355.4658536585366,21.7,-0.5000000000000001,-0.8660254037844386
984.0,2003-07-13,55.0,11884.2,82.9,364.6818181818182,23.2,-0.5000000000000001,-0.8660254037844386
985.0,2003-07-14,30.0,3663.7,46.3,349.7566666666667,21.8,-0.5000000000000001,-0.8660254037844386
986.0,2003-07-15,59.0,11479.1,90.1,358.78644067796614,22.1,-0.5000000000000001,-0.8660254037844386
987.0,2003-07-16,16.0,1434.3,22.5,348.0125,23.6,-0.5000000000000001,-0.8660254037844386
988.0,2003-07-17,26.0,4459.0,40.2,361.1653846153846,22.5,-0.5000000000000001,-0.8660254037844386
989.0,2003-07-18,10.0,1081.2,12.2,358.41,23.4,-0.5000000000000001,-0.8660254037844386
990.0,2003-07-19,43.0,9629.5,71.9,361.8255813953488,21.3,-0.5000000000000001,-0.8660254037844386
991.0,2003-07-20,26.0,3144.1,38.2,349.59230769230766,21.1,-0.5000000000000001,-0.8660254037844386
992.0,2003-07-21,22.0,4653.599999999999,38.2,361.44545454545454,21.4,-0.5000000000000001,-0.8660254037844386
993.0,2003-07-22,46.0,5419.6,67.1,347.1565217391304,22.0,-0.5000000000000001,-0.8660254037844386
994.0,2003-07-23,20.0,7722.400000000001,56.1,353.36,22.9,-0.5000000000000001,-0.8660254037844386
995.0,2003-07-24,81.0,10380.8,113.2,353.4469135802469,18.5,-0.5000000000000001,-0.8660254037844386
996.0,2003-07-25,28.0,4857.1,42.7,361.48928571428576,19.1,-0.5000000000000001,-0.8660254037844386
997.0,2003-07-26,72.0,9558.8,91.9,358.07916666666665,19.5,-0.5000000000000001,-0.8660254037844386
998.0,2003-07-27,25.0,5927.0,45.3,360.292,19.2,-0.5000000000000001,-0.8660254037844386
999.0,2003-07-28,29.0,5251.9,46.8,357.8689655172414,20.1,-0.5000000000000001,-0.8660254037844386
1000.0,2003-07-29,68.0,15421.7,101.0,368.6911764705882,21.2,-0.5000000000000001,-0.8660254037844386
1001.0,2003-07-30,52.0,10266.8,88.9,358.91346153846155,19.9,-0.5000000000000001,-0.8660254037844386
1002.0,2003-07-31,55.0,5238.4,63.3,354.19818181818187,18.8,-0.5000000000000001,-0.8660254037844386
1003.0,2003-08-01,49.0,7097.1,76.1,352.5612244897959,21.2,-0.8660254037844384,-0.5000000000000004
1004.0,2003-08-02,50.0,4932.1,60.9,353.946,22.6,-0.8660254037844384,-0.5000000000000004
1005.0,2003-08-03,42.0,5704.9,62.1,360.4404761904762,21.8,-0.8660254037844384,-0.5000000000000004
1006.0,2003-08-04,63.0,16278.7,124.2,363.85238095238094,22.3,-0.8660254037844384,-0.5000000000000004
1007.0,2003-08-05,15.0,2771.3,21.1,363.4533333333333,22.7,-0.8660254037844384,-0.5000000000000004
1008.0,2003-08-06,7.0,753.9000000000001,9.0,349.7,25.5,-0.8660254037844384,-0.5000000000000004
1009.0,2003-08-07,29.0,4358.7,46.7,356.4724137931035,23.6,-0.8660254037844384,-0.5000000000000004
1010.0,2003-08-08,30.0,4966.6,50.5,356.2566666666667,19.5,-0.8660254037844384,-0.5000000000000004
1011.0,2003-08-09,30.0,2322.5,33.5,354.9566666666667,22.2,-0.8660254037844384,-0.5000000000000004
1012.0,2003-08-10,16.0,2311.2,17.9,366.1125,21.6,-0.8660254037844384,-0.5000000000000004
1013.0,2003-08-11,18.0,1879.7,23.5,355.6277777777778,21.8,-0.8660254037844384,-0.5000000000000004
1014.0,2003-08-12,8.0,877.5,10.4,358.0375,24.7,-0.8660254037844384,-0.5000000000000004
1015.0,2003-08-13,11.0,1182.3,17.8,342.6636363636364,28.0,-0.8660254037844384,-0.5000000000000004
1016.0,2003-08-14,8.0,619.7,9.3,352.3625,26.4,-0.8660254037844384,-0.5000000000000004
1017.0,2003-08-15,16.0,2320.4,21.6,359.71875,22.7,-0.8660254037844384,-0.5000000000000004
1018.0,2003-08-16,5.0,538.0,6.9,351.32,17.2,-0.8660254037844384,-0.5000000000000004
1019.0,2003-08-17,24.0,2051.8,27.9,351.1333333333334,19.6,-0.8660254037844384,-0.5000000000000004
1020.0,2003-08-18,31.0,3612.9,38.6,359.5516129032258,23.0,-0.8660254037844384,-0.5000000000000004
1021.0,2003-08-19,50.0,9277.8,67.8,369.506,22.2,-0.8660254037844384,-0.5000000000000004
1022.0,2003-08-20,22.0,2441.8,31.2,353.3363636363636,21.5,-0.8660254037844384,-0.5000000000000004
1023.0,2003-08-21,25.0,7771.7,41.0,376.476,20.8,-0.8660254037844384,-0.5000000000000004
1024.0,2003-08-22,46.0,9428.2,68.9,360.0739130434783,22.2,-0.8660254037844384,-0.5000000000000004
1025.0,2003-08-23,39.0,5351.599999999999,48.0,360.9897435897436,24.4,-0.8660254037844384,-0.5000000000000004
1026.0,2003-08-24,33.0,4427.4,40.5,364.3272727272727,17.9,-0.8660254037844384,-0.5000000000000004
1027.0,2003-08-25,23.0,3132.4,32.9,358.08260869565214,24.1,-0.8660254037844384,-0.5000000000000004
1028.0,2003-08-26,42.0,4945.4,54.1,357.50476190476195,23.9,-0.8660254037844384,-0.5000000000000004
1029.0,2003-08-27,91.0,11155.4,126.0,351.0956043956044,24.0,-0.8660254037844384,-0.5000000000000004
1030.0,2003-08-28,52.0,10691.7,83.6,361.5346153846154,22.2,-0.8660254037844384,-0.5000000000000004
1031.0,2003-08-29,89.0,10809.5,116.8,355.7752808988764,20.5,-0.8660254037844384,-0.5000000000000004
1032.0,2003-08-30,41.0,3479.9,43.9,357.32682926829267,22.9,-0.8660254037844384,-0.5000000000000004
1033.0,2003-08-31,31.0,3023.9,55.8,339.5548387096774,26.8,-0.8660254037844384,-0.5000000000000004
1034.0,2003-09-01,89.0,11009.0,127.7,350.2,24.3,-1.0,-1.8369701987210297e-16
1035.0,2003-09-02,123.0,17279.4,190.3,350.6756097560976,21.5,-1.0,-1.8369701987210297e-16
1036.0,2003-09-03,132.0,19548.9,182.0,359.36742424242425,24.1,-1.0,-1.8369701987210297e-16
1037.0,2003-09-04,146.0,23981.9,204.1,365.9116438356164,23.5,-1.0,-1.8369701987210297e-16
1038.0,2003-09-05,178.0,42682.1,253.6,371.7786516853933,24.5,-1.0,-1.8369701987210297e-16
1039.0,2003-09-06,73.0,21316.2,123.8,362.0191780821918,27.5,-1.0,-1.8369701987210297e-16
1040.0,2003-09-07,30.0,3531.4,44.9,352.8833333333333,29.5,-1.0,-1.8369701987210297e-16
1041.0,2003-09-08,42.0,5102.1,60.6,356.90714285714284,22.7,-1.0,-1.8369701987210297e-16
1042.0,2003-09-09,67.0,9315.0,92.7,358.90447761194025,22.5,-1.0,-1.8369701987210297e-16
1043.0,2003-09-10,71.0,5813.1,88.8,341.19859154929577,33.1,-1.0,-1.8369701987210297e-16
1044.0,2003-09-11,81.0,8041.1,108.4,350.77407407407406,28.1,-1.0,-1.8369701987210297e-16
1045.0,2003-09-12,86.0,10779.4,137.20000000000002,353.61046511627904,34.9,-1.0,-1.8369701987210297e-16
