acq_date,fire_area,soi,max_t_bne,max_t_mel,max_t_cns,max_t_pth,max_t_syd
2022-10-14,100.18999999999997,17.7,26.1,18.1,31.1,21.1,25.8
2022-10-15,175.76,17.7,26.2,17.5,32.1,22.7,22.0
2022-10-16,324.8,17.7,25.1,16.7,32.3,21.0,22.5
2022-10-17,199.54000000000002,17.7,24.6,17.2,31.8,21.4,20.5
2022-10-18,256.88,17.7,25.8,20.6,32.5,25.4,20.7
2022-10-19,121.69,17.7,23.2,22.6,32.6,32.0,24.5
2022-10-20,143.37000000000003,17.7,24.4,,32.0,23.8,24.3
2022-10-21,459.5200000000001,17.7,24.3,25.6,29.5,21.6,23.9
2022-10-22,509.89,17.7,22.1,20.3,32.2,23.4,25.3
2022-10-23,419.59000000000003,17.7,25.1,20.1,31.0,21.2,21.1
2022-10-24,716.56,17.7,31.3,21.1,31.6,21.7,21.3
2022-10-25,593.86,17.7,29.4,24.3,32.0,21.5,27.2
2022-10-26,901.25,17.7,32.4,19.4,33.4,22.7,29.6
2022-10-27,696.56,17.7,34.3,17.6,31.8,23.7,28.5
2022-10-28,518.8000000000001,17.7,31.6,13.8,31.5,26.5,25.7
2022-10-29,864.7600000000001,17.7,30.7,16.6,32.5,17.9,27.2
2022-10-30,603.8199999999999,17.7,30.1,20.7,32.1,18.0,24.1
2022-10-31,1118.0,17.7,28.1,21.8,32.3,20.4,29.7
2022-11-10,515.77,4.6,25.7,26.9,32.3,22.3,24.4
2022-11-11,377.6,4.6,26.2,21.8,32.6,20.2,25.6
2022-11-12,632.62,4.6,28.4,20.4,32.6,20.3,24.9
2022-11-13,671.51,4.6,27.7,24.5,31.6,22.7,27.0
2022-11-14,579.9,4.6,28.8,15.9,31.8,25.8,28.9
2022-11-15,383.65,4.6,33.3,13.5,31.9,29.3,22.9
2022-11-16,332.11,4.6,30.1,14.7,31.9,29.5,20.1
2022-11-17,394.67,4.6,24.8,15.4,33.0,20.4,18.2
2022-11-18,348.16999999999996,4.6,27.0,23.9,32.9,16.9,19.9
2022-11-19,241.73000000000002,4.6,28.3,20.9,33.2,20.3,25.5
2022-11-20,90.59,4.6,34.5,19.6,32.7,23.5,27.7
2022-11-21,123.36,4.6,34.3,13.5,33.3,29.0,24.5
2022-11-22,231.82999999999998,4.6,30.7,17.8,36.5,34.8,23.5
2022-11-23,207.54000000000002,4.6,27.6,17.3,33.8,24.8,28.6
2022-11-24,208.90999999999997,4.6,28.6,18.5,34.7,24.5,24.7
2022-11-25,75.65,4.6,32.4,19.9,32.5,24.0,25.1
2022-11-26,159.84,4.6,33.9,26.8,32.8,25.3,22.8
2022-11-27,48.709999999999994,4.6,29.4,20.7,33.1,25.9,28.2
2022-11-28,74.89999999999998,4.6,31.0,17.8,33.1,30.1,23.3
2022-11-29,52.690000000000005,4.6,28.5,19.5,33.5,37.4,24.0
2022-11-30,152.76,4.6,22.6,20.0,32.6,30.0,21.8
2022-12-10,453.5299999999999,20.0,26.1,25.9,32.0,25.4,22.3
2022-12-11,287.03,20.0,27.6,28.3,33.1,27.8,31.2
2022-12-12,567.62,20.0,29.6,17.4,33.6,29.5,32.4
2022-12-13,717.9100000000001,20.0,30.9,16.8,33.0,22.9,27.8
2022-12-14,381.19,20.0,32.8,16.4,33.3,30.7,24.8
2022-12-15,387.8499999999999,20.0,29.2,18.2,34.0,31.1,21.0
2022-12-16,250.78,20.0,27.3,19.5,33.5,30.6,18.8
2022-12-17,254.49000000000004,20.0,26.5,21.3,31.3,31.0,19.1
2022-12-18,45.13,20.0,27.1,22.2,31.4,33.1,18.8
2022-12-19,68.86999999999999,20.0,26.4,25.3,31.5,36.3,19.1
2022-12-20,160.05,20.0,27.1,26.0,28.0,37.0,20.9
2022-12-21,92.37000000000002,20.0,27.4,28.9,29.5,34.1,22.2
2022-12-22,79.25,20.0,26.8,24.4,30.7,36.2,24.3
2022-12-23,191.01,20.0,29.1,25.4,30.7,36.8,30.4
2022-12-24,36.21,20.0,27.7,25.1,32.8,31.8,30.9
2022-12-25,22.91,20.0,27.9,33.0,28.4,29.6,27.6
2022-12-26,73.53999999999999,20.0,28.7,34.3,30.1,25.8,30.0
2022-12-27,107.15,20.0,28.2,36.5,29.0,25.4,28.8
2022-12-28,56.83,20.0,28.0,27.9,28.4,30.8,28.9
2022-12-29,109.50999999999999,20.0,28.1,19.8,31.5,34.8,21.6
2022-12-30,322.96999999999997,20.0,27.9,30.1,31.4,31.7,25.5
2022-12-31,85.32999999999998,20.0,28.7,31.8,30.8,26.3,27.1
