,loss,val_loss
0,176.7717742919922,149.11676025390625
1,142.34300231933594,134.42657470703125
2,137.73294067382812,133.29859924316406
3,136.66583251953125,132.41632080078125
4,136.41802978515625,131.05120849609375
5,135.88723754882812,131.3839569091797
6,135.51075744628906,131.35025024414062
7,135.47296142578125,131.8544158935547
8,135.2333221435547,131.0920867919922
9,134.9769744873047,130.4717254638672
10,134.60572814941406,129.4585723876953
11,134.5831756591797,130.2159881591797
12,134.26992797851562,129.21121215820312
13,134.0465545654297,130.1481170654297
14,133.70565795898438,130.59523010253906
15,133.72775268554688,129.45310974121094
16,133.41094970703125,128.74462890625
17,133.27113342285156,129.31275939941406
18,132.90109252929688,130.85516357421875
19,132.8445281982422,129.1096649169922
20,132.77337646484375,128.06092834472656
21,132.48753356933594,130.44967651367188
22,132.36033630371094,128.6540069580078
23,132.1185760498047,128.04129028320312
24,132.0413818359375,129.43299865722656
25,132.01788330078125,127.94527435302734
26,131.93359375,127.99906158447266
27,131.83609008789062,128.2161865234375
28,131.77342224121094,127.96016693115234
29,131.64154052734375,127.97595977783203
30,131.40933227539062,129.3435516357422
31,131.29721069335938,127.82711029052734
32,131.13604736328125,127.94387817382812
33,131.2193603515625,126.87063598632812
34,131.1141815185547,126.77631378173828
35,130.98544311523438,127.15006256103516
36,130.91470336914062,129.11337280273438
37,130.76983642578125,127.03912353515625
38,130.50460815429688,128.09852600097656
39,130.8386993408203,127.54950714111328
40,130.6754913330078,128.21701049804688
41,130.84475708007812,126.54415130615234
42,130.34812927246094,126.75851440429688
43,130.35643005371094,127.85038757324219
44,130.44122314453125,128.4503173828125
45,130.1518096923828,126.69160461425781
46,130.22886657714844,126.93329620361328
47,130.27804565429688,126.27486419677734
48,130.0209503173828,126.21434783935547
49,130.2894744873047,128.4517822265625
50,129.990478515625,126.00022888183594
51,129.9723358154297,127.33698272705078
52,129.90736389160156,126.16011047363281
53,129.71575927734375,126.92402648925781
54,129.73867797851562,126.45197296142578
55,129.81263732910156,125.94319152832031
56,129.38076782226562,125.27970886230469
57,129.80331420898438,126.71643829345703
58,129.45701599121094,128.53790283203125
59,129.53469848632812,125.79806518554688
60,129.55606079101562,125.85905456542969
61,129.3888702392578,125.12539672851562
62,129.48257446289062,125.51507568359375
63,129.3580780029297,125.36813354492188
64,129.284912109375,127.45773315429688
65,129.26658630371094,125.65127563476562
66,129.06837463378906,126.1784439086914
67,128.9334259033203,125.05734252929688
68,129.07308959960938,125.88387298583984
69,128.88291931152344,125.83879852294922
70,128.8726043701172,126.53103637695312
71,128.94654846191406,125.34375
72,128.5767822265625,125.88582611083984
73,128.81617736816406,124.7997817993164
74,128.7032470703125,126.05000305175781
75,128.54348754882812,125.5849380493164
76,128.7822723388672,125.5534896850586
77,128.44818115234375,125.60736083984375
78,128.71278381347656,125.68575286865234
79,128.7289581298828,125.6752700805664
80,128.2352752685547,125.73494720458984
81,128.22958374023438,124.73758697509766
82,128.13238525390625,124.94213104248047
83,128.247802734375,125.45436096191406
84,128.09564208984375,126.19368743896484
85,128.12265014648438,125.44115447998047
86,127.79161834716797,124.52792358398438
