,loss,val_loss
0,205.92259216308594,197.25486755371094
1,204.72764587402344,195.62734985351562
2,202.57632446289062,192.7549285888672
3,198.90142822265625,188.05947875976562
4,193.5991668701172,182.0655059814453
5,186.7545166015625,175.39102172851562
6,178.88583374023438,169.3630828857422
7,171.6637420654297,164.5315704345703
8,165.94406127929688,160.08966064453125
9,161.2959442138672,156.3631591796875
10,157.01194763183594,152.94337463378906
11,153.7023162841797,149.84779357910156
12,150.81338500976562,146.69198608398438
13,147.79409790039062,143.76226806640625
14,145.06048583984375,140.51182556152344
15,142.4066925048828,137.7715606689453
16,140.1126251220703,135.4165802001953
17,137.895751953125,133.17320251464844
18,135.9649658203125,130.6506805419922
19,134.26531982421875,128.72354125976562
20,132.87191772460938,127.08293151855469
21,131.58621215820312,125.56900024414062
22,130.6242218017578,124.3555679321289
23,129.6324920654297,123.31253814697266
24,128.96554565429688,122.74056243896484
25,128.5010528564453,122.14767456054688
26,128.03575134277344,121.85710906982422
27,127.66650390625,121.23677062988281
28,127.38716125488281,120.79940795898438
29,127.11094665527344,120.76776885986328
30,126.85662841796875,120.4463119506836
31,126.6626205444336,120.30634307861328
32,126.39753723144531,119.85074615478516
33,126.15454864501953,119.75071716308594
34,125.92988586425781,119.45160675048828
35,125.80565643310547,119.28592681884766
36,125.62699127197266,119.55931091308594
37,125.45720672607422,119.3647232055664
38,125.31202697753906,119.2270736694336
39,125.1317367553711,119.11152648925781
40,125.03776550292969,118.68457794189453
41,124.77278137207031,118.40585327148438
42,124.68525695800781,118.11004638671875
43,124.51927185058594,118.25418090820312
44,124.35396575927734,118.19522094726562
45,124.2623519897461,118.03382110595703
46,124.16358947753906,118.11990356445312
47,124.05772399902344,117.94447326660156
48,123.88782501220703,117.94927978515625
49,123.82074737548828,117.8395767211914
50,123.7649917602539,117.91361236572266
51,123.69403839111328,117.82202911376953
52,123.59605407714844,117.6221694946289
53,123.49359130859375,117.8329086303711
54,123.56053924560547,117.88570404052734
55,123.2928466796875,117.45616149902344
56,123.24097442626953,117.3766860961914
57,123.2428207397461,117.40593719482422
58,123.12113952636719,117.27312469482422
59,123.03538513183594,117.37938690185547
60,123.00330352783203,117.35546875
61,122.9665756225586,117.19416809082031
62,122.91011047363281,117.14220428466797
63,122.8584976196289,117.20028686523438
64,122.88674926757812,117.2011489868164
65,122.79179382324219,117.1134033203125
66,122.69149780273438,117.1676254272461
67,122.64112854003906,117.06685638427734
68,122.63368225097656,117.0088882446289
69,122.5928726196289,117.02447509765625
70,122.51495361328125,116.93309783935547
71,122.5600357055664,116.80751037597656
72,122.45406341552734,116.75774383544922
73,122.4190673828125,116.7634048461914
74,122.44454193115234,116.7252426147461
75,122.39990234375,116.63560485839844
76,122.33123779296875,116.54212951660156
77,122.37554168701172,116.57254791259766
78,122.29456329345703,116.44527435302734
79,122.19878387451172,116.4840316772461
80,122.18840789794922,116.40760803222656
81,122.19578552246094,116.14437103271484
82,122.09940338134766,116.25054168701172
83,122.10604095458984,116.16002655029297
84,122.11394500732422,116.26435089111328
85,122.06055450439453,116.17787170410156
86,122.08415985107422,115.97638702392578
87,122.0802230834961,116.10576629638672
88,121.99571990966797,116.00727081298828
89,121.96484375,115.95877075195312
90,121.89036560058594,115.88452911376953
91,121.90434265136719,115.84764862060547
92,121.847900390625,115.9046401977539
93,122.14949798583984,116.14957427978516
94,121.88185119628906,115.98187255859375
95,121.80472564697266,115.95112609863281
96,121.86163330078125,115.97341918945312
97,121.82946014404297,116.0594711303711
98,121.84976196289062,116.06796264648438
99,121.88814544677734,115.96965789794922
100,121.76319122314453,115.93136596679688
101,121.74327850341797,115.9095458984375
102,121.71878051757812,115.82129669189453
103,121.71477508544922,115.93205261230469
104,121.73970794677734,115.8409423828125
105,121.73238372802734,115.91618347167969
106,121.64692687988281,115.88418579101562
107,121.70027923583984,115.78900146484375
108,121.62370300292969,115.86628723144531
109,121.62626647949219,115.96167755126953
