,acq_date,fires,frp,scan,brightness,max_t_syd,max_t_bne
5463.0,2015-10-17,257.0,70541.1,387.0,367.4661478599222,26.0,27.6
5464.0,2015-10-18,217.0,45362.6,347.6,361.54746543778805,23.2,27.1
5465.0,2015-10-19,334.0,61318.8,553.6,356.02155688622753,24.6,26.5
5466.0,2015-10-20,253.0,42722.1,418.0,361.42964426877467,26.8,26.8
5467.0,2015-10-21,358.0,61694.1,580.8,356.3019553072626,27.9,27.2
5468.0,2015-10-22,270.0,58475.5,415.8,363.23074074074077,20.5,29.3
5469.0,2015-10-23,220.0,49965.1,363.2,359.7409090909091,21.4,27.3
5470.0,2015-10-24,395.0,65521.4,645.3,350.76987341772156,22.3,24.3
5471.0,2015-10-25,249.0,42996.6,401.2,359.16546184738957,24.9,25.4
5472.0,2015-10-26,302.0,61392.2,495.1,358.51456953642383,29.4,28.4
5473.0,2015-10-27,479.0,95106.5,729.1,358.7459290187891,19.6,30.7
5474.0,2015-10-28,260.0,39935.5,384.9,360.9861538461538,21.2,22.3
5475.0,2015-10-29,478.0,62996.2,725.8,350.53284518828457,23.0,23.1
5476.0,2015-10-30,262.0,46896.2,416.9,360.5416030534351,23.1,24.1
5477.0,2015-10-31,419.0,65690.2,645.4,354.3988066825776,24.2,25.2
5478.0,2015-11-01,333.0,50791.2,574.8,350.1213213213213,26.8,27.0
5479.0,2015-11-02,293.0,54951.0,474.6,359.99078498293517,30.7,29.5
5480.0,2015-11-03,187.0,26492.5,295.1,356.0256684491979,20.0,30.5
5481.0,2015-11-04,195.0,49646.4,389.9,358.12871794871796,19.6,29.8
5482.0,2015-11-05,251.0,63628.3,459.6,366.17410358565735,23.4,29.1
5483.0,2015-11-06,216.0,43006.0,325.6,366.6611111111111,28.3,29.3
5484.0,2015-11-07,79.0,10932.4,125.7,355.59620253164553,24.6,33.3
5485.0,2015-11-08,183.0,35720.2,284.2,361.5885245901639,21.7,25.0
5486.0,2015-11-09,154.0,24055.2,259.4,356.24675324675326,23.3,25.9
5487.0,2015-11-10,292.0,55675.0,504.0,355.01883561643837,25.6,26.6
5488.0,2015-11-11,163.0,26460.9,242.1,358.7312883435583,23.9,26.5
5489.0,2015-11-12,134.0,18076.7,214.8,354.4917910447761,25.5,26.4
5490.0,2015-11-13,209.0,26422.5,277.8,356.97846889952154,28.8,28.1
5491.0,2015-11-14,235.0,41239.9,381.3,354.86127659574464,20.1,26.7
5492.0,2015-11-15,261.0,45759.2,457.9,352.73716475095785,20.9,27.3
5493.0,2015-11-16,615.0,114726.9,925.9,365.2795121951219,22.6,27.0
5494.0,2015-11-17,1051.0,288540.2,1616.2,363.29134157944816,25.1,26.0
5495.0,2015-11-18,544.0,86876.0,826.3,361.1261029411765,36.5,28.2
5496.0,2015-11-19,493.0,134971.8,865.1,359.7180527383367,31.2,33.4
5497.0,2015-11-20,462.0,101343.4,681.4,365.45021645021643,40.9,30.9
5498.0,2015-11-21,341.0,77919.0,559.3,363.83167155425224,22.1,33.3
5499.0,2015-11-22,544.0,121426.7,813.5,358.1560661764706,22.4,28.4
5500.0,2015-11-23,351.0,68685.0,556.0,359.4831908831909,26.5,29.9
5501.0,2015-11-24,307.0,45148.6,483.1,352.95048859934855,25.2,30.5
5502.0,2015-11-25,196.0,36715.0,325.4,359.1770408163265,32.7,31.0
5503.0,2015-11-26,217.0,39076.1,376.6,355.00046082949314,37.8,31.8
5504.0,2015-11-27,210.0,46861.2,315.7,364.0466666666667,22.6,31.1
5505.0,2015-11-28,134.0,19342.2,219.6,352.05149253731344,23.8,30.4
5506.0,2015-11-29,230.0,61800.9,424.9,359.79695652173916,26.0,31.0
5507.0,2015-11-30,220.0,35025.6,345.0,354.70772727272725,26.3,31.8
5508.0,2015-12-01,198.0,43297.4,354.7,360.89494949494946,33.3,31.3
5509.0,2015-12-02,184.0,34520.7,270.1,366.13858695652175,22.8,27.9
5510.0,2015-12-03,120.0,21064.1,215.6,356.85,21.7,27.9
5511.0,2015-12-04,85.0,12806.5,135.3,354.9858823529412,23.6,25.6
5512.0,2015-12-05,139.0,26491.4,185.1,368.70000000000005,24.9,28.4
5513.0,2015-12-06,57.0,10637.3,92.2,364.84561403508775,25.8,29.1
5514.0,2015-12-07,65.0,6431.0,86.3,350.1215384615385,25.5,29.8
5515.0,2015-12-08,72.0,13909.3,110.7,366.68888888888887,25.0,30.7
5516.0,2015-12-09,72.0,8882.7,97.0,345.8361111111111,33.3,30.8
5517.0,2015-12-10,38.0,4227.4,49.2,352.65263157894736,25.5,32.3
5518.0,2015-12-11,36.0,4772.3,53.4,358.28333333333336,35.3,32.5
5519.0,2015-12-12,21.0,2636.9,30.5,353.81428571428575,22.6,22.4
5520.0,2015-12-13,71.0,20022.7,142.2,362.08309859154934,24.4,27.3
5521.0,2015-12-14,86.0,12267.0,135.6,352.3139534883721,29.6,29.1
5522.0,2015-12-15,62.0,9102.2,99.7,361.7838709677419,26.9,29.9
5523.0,2015-12-16,40.0,10317.8,70.4,356.77,23.4,27.3
5524.0,2015-12-17,67.0,11592.4,132.9,355.4,26.1,29.7
5525.0,2015-12-18,38.0,12153.3,75.0,358.7078947368421,27.5,28.6
5526.0,2015-12-19,87.0,14971.0,145.5,355.7988505747126,29.0,28.7
5527.0,2015-12-20,38.0,6120.0,67.8,355.15526315789475,30.3,30.1
5528.0,2015-12-21,35.0,4838.7,52.3,354.74,29.1,31.2
5529.0,2015-12-22,33.0,4278.2,46.1,352.75454545454545,21.8,30.5
5530.0,2015-12-23,27.0,3032.9,36.5,347.27777777777777,23.0,30.6
5531.0,2015-12-24,9.0,2157.9,13.6,368.6222222222222,24.6,28.1
5532.0,2015-12-25,11.0,918.3000000000001,17.6,333.1363636363636,25.2,28.4
5533.0,2015-12-26,22.0,3948.4,29.1,371.52727272727276,26.1,32.0
5534.0,2015-12-27,20.0,4394.7,33.3,364.675,23.0,31.2
5535.0,2015-12-28,24.0,5358.1,30.2,373.43333333333334,22.6,29.0
5536.0,2015-12-29,41.0,6268.400000000001,62.4,363.5658536585366,24.9,26.5
5537.0,2015-12-30,29.0,2798.4,42.0,348.54482758620685,25.6,29.8
5538.0,2015-12-31,7.0,673.9,7.4,367.3142857142857,26.7,29.9
5539.0,2016-01-01,8.0,1498.1999999999998,10.8,361.875,25.6,30.8
5540.0,2016-01-02,34.0,5108.2,46.4,362.00882352941176,25.4,30.1
5541.0,2016-01-03,50.0,8797.5,67.3,371.82,24.6,28.0
5542.0,2016-01-04,12.0,2656.5,17.9,351.05,23.6,26.8
5544.0,2016-01-06,135.0,24304.9,218.0,355.63259259259263,18.6,32.5
5545.0,2016-01-07,149.0,53210.4,282.2,385.38255033557044,24.4,30.0
5546.0,2016-01-08,122.0,13452.3,162.5,354.9852459016393,25.4,29.5
5547.0,2016-01-09,95.0,19754.6,167.8,355.16736842105263,25.5,30.3
5548.0,2016-01-10,59.0,7794.9,97.6,351.78474576271185,27.1,30.7
5549.0,2016-01-11,76.0,11709.8,101.2,363.0328947368421,31.6,30.4
5550.0,2016-01-12,24.0,5623.6,37.8,354.5291666666667,34.0,31.4
5551.0,2016-01-13,26.0,4888.9,36.800000000000004,363.6923076923077,31.0,30.9
5552.0,2016-01-14,29.0,2772.2,34.2,353.18275862068964,39.2,31.1
5553.0,2016-01-15,27.0,3822.4,46.2,347.237037037037,21.7,31.9
5554.0,2016-01-16,51.0,8858.2,69.9,363.4529411764706,23.8,26.4
5555.0,2016-01-17,43.0,9669.0,61.4,369.346511627907,26.1,28.3
5556.0,2016-01-18,41.0,3144.8,47.0,343.1,27.0,28.6
5557.0,2016-01-19,30.0,6630.3,52.1,364.63666666666666,30.2,29.9
5558.0,2016-01-20,31.0,2437.8,38.3,345.9,37.5,30.5
5559.0,2016-01-21,58.0,11144.6,65.4,372.37931034482756,33.5,30.7
5560.0,2016-01-22,26.0,3067.9,37.8,338.5076923076923,29.2,32.7
5561.0,2016-01-23,31.0,2579.6,37.6,344.8354838709677,26.0,30.1
5562.0,2016-01-24,10.0,1228.5,19.4,338.52,25.0,31.8
5563.0,2016-01-25,15.0,1999.9,20.2,353.3333333333333,25.2,30.8
5564.0,2016-01-26,13.0,2809.0,18.4,364.0769230769231,27.8,28.5
5565.0,2016-01-27,77.0,11251.2,120.4,349.2480519480519,24.9,29.4
5566.0,2016-01-28,56.0,17246.5,74.3,391.32321428571424,27.6,29.9
5567.0,2016-01-29,24.0,4211.0,28.4,377.6333333333334,28.1,35.7
5568.0,2016-01-30,3.0,1247.8,4.5,388.5333333333333,28.7,30.8
5569.0,2016-01-31,1.0,32.5,1.0,332.5,31.1,34.0
5570.0,2016-02-01,3.0,139.2,4.0,331.73333333333335,26.5,35.0
5571.0,2016-02-02,1.0,40.4,1.1,334.5,27.9,36.2
5572.0,2016-02-03,2.0,52.8,2.2,327.29999999999995,28.3,34.1
5573.0,2016-02-04,4.0,1096.6,6.8,366.75,24.8,27.4
5574.0,2016-02-05,5.0,159.7,5.6000000000000005,329.3,26.1,27.0
5575.0,2016-02-06,1.0,69.0,1.0,355.7,27.0,29.9
5576.0,2016-02-07,16.0,2845.4,31.8,344.85,27.4,28.6
5577.0,2016-02-08,49.0,11857.9,63.2,368.58367346938775,28.0,30.9
5578.0,2016-02-09,34.0,5074.5,66.7,341.8176470588235,27.7,30.4
5579.0,2016-02-10,22.0,5982.599999999999,27.9,365.45909090909095,28.5,30.9
5580.0,2016-02-11,16.0,1806.8,21.0,354.0875,28.4,31.0
5581.0,2016-02-12,37.0,7555.8,54.7,351.84054054054053,28.8,30.6
5582.0,2016-02-13,15.0,1585.9,22.5,348.22,28.9,28.9
5583.0,2016-02-14,10.0,1465.5,14.4,361.33000000000004,32.5,32.5
5584.0,2016-02-15,34.0,5261.6,47.5,359.86764705882354,29.3,34.3
5585.0,2016-02-16,41.0,9108.8,65.8,362.51463414634145,27.9,36.0
5586.0,2016-02-17,29.0,5262.099999999999,45.300000000000004,362.7862068965517,26.0,33.8
5587.0,2016-02-18,26.0,2061.4,32.0,335.9807692307692,26.4,32.6
5588.0,2016-02-19,1.0,186.0,1.7,362.5,29.4,32.7
5589.0,2016-02-20,5.0,686.6999999999999,8.700000000000001,334.28000000000003,29.3,32.3
5590.0,2016-02-21,7.0,1356.8,13.3,366.7285714285714,27.0,31.8
5591.0,2016-02-22,16.0,1863.2,20.7,364.53125,28.8,31.8
5592.0,2016-02-23,2.0,36.9,2.3,320.25,29.7,31.7
5593.0,2016-02-24,11.0,1278.5,13.8,365.43636363636364,29.5,32.0
5594.0,2016-02-25,4.0,867.1,9.1,357.825,32.8,31.9
5595.0,2016-02-26,19.0,2074.1,21.9,365.4421052631579,27.8,32.8
5596.0,2016-02-27,20.0,3943.6,29.6,366.645,27.5,35.5
5597.0,2016-02-28,8.0,747.9,11.7,343.85,28.1,32.9
5598.0,2016-02-29,7.0,2276.8,11.0,376.5,27.7,32.9
5599.0,2016-03-01,42.0,4494.4,73.2,339.68333333333334,28.2,30.5
5600.0,2016-03-02,75.0,10621.5,109.3,354.6333333333333,28.8,29.8
5601.0,2016-03-03,57.0,11854.300000000001,116.10000000000001,352.50350877192983,28.7,30.3
5602.0,2016-03-04,33.0,1940.5,45.300000000000004,337.7878787878788,28.3,29.9
5603.0,2016-03-05,38.0,4464.6,51.0,354.16052631578947,27.6,28.6
5604.0,2016-03-06,16.0,2274.9,21.7,355.26875,27.9,30.5
5605.0,2016-03-07,42.0,3209.4,73.8,336.5,28.3,30.4
5606.0,2016-03-08,21.0,1462.0,27.400000000000002,336.9,28.1,30.1
5607.0,2016-03-09,21.0,1680.9,25.400000000000002,354.84285714285716,29.3,27.2
5608.0,2016-03-10,9.0,591.0,9.7,346.79999999999995,30.6,30.9
5609.0,2016-03-11,9.0,530.1,9.8,349.67777777777775,27.8,28.2
5610.0,2016-03-12,12.0,2288.6,18.9,356.9583333333333,28.7,30.8
5611.0,2016-03-13,10.0,506.5,11.7,338.83000000000004,27.7,28.0
5612.0,2016-03-14,17.0,3126.4,22.6,368.2823529411765,30.7,30.0
5613.0,2016-03-15,7.0,613.8,7.6000000000000005,353.7714285714286,25.6,31.4
5614.0,2016-03-16,20.0,2714.4,29.9,355.71,26.2,30.3
5615.0,2016-03-17,23.0,3398.2000000000003,39.2,347.75217391304346,26.1,29.3
5616.0,2016-03-18,5.0,495.5,6.2,354.28000000000003,28.2,30.9
5617.0,2016-03-19,2.0,52.8,2.0,325.65,24.4,33.5
5618.0,2016-03-20,7.0,296.8,9.9,327.38571428571424,22.0,29.7
5619.0,2016-03-21,25.0,4441.6,32.0,365.296,21.2,28.9
5620.0,2016-03-22,50.0,8312.4,65.3,364.89,23.8,28.8
5621.0,2016-03-23,15.0,3910.1,29.1,354.74666666666667,25.3,29.4
5622.0,2016-03-24,22.0,4257.2,30.2,372.28181818181815,27.4,30.1
5623.0,2016-03-25,13.0,1071.9,14.5,353.5307692307692,25.2,30.4
5624.0,2016-03-26,6.0,379.2,7.2,349.98333333333335,26.0,30.8
5625.0,2016-03-27,2.0,122.6,2.8,343.5,24.2,25.7
5626.0,2016-03-28,6.0,490.3,8.6,336.6,26.0,28.9
5627.0,2016-03-29,43.0,5391.7,50.6,359.46046511627907,23.3,30.7
5628.0,2016-03-30,23.0,5095.0,42.5,360.4043478260869,28.7,31.9
5629.0,2016-03-31,31.0,4996.8,39.800000000000004,366.7258064516129,25.6,31.9
5630.0,2016-04-01,22.0,2873.6,32.1,353.19545454545454,25.6,29.5
5631.0,2016-04-02,36.0,7340.5,64.0,355.2722222222222,31.2,30.4
5632.0,2016-04-03,62.0,19749.2,81.2,384.23387096774195,25.2,30.1
5633.0,2016-04-04,78.0,26345.9,173.1,361.16153846153844,23.5,30.0
5634.0,2016-04-05,91.0,18243.9,110.7,373.74725274725273,26.2,29.1
5635.0,2016-04-06,27.0,4295.1,38.9,359.31481481481484,34.2,29.6
5636.0,2016-04-07,66.0,10374.6,75.7,372.1015151515152,20.5,30.8
5637.0,2016-04-08,33.0,8840.4,56.5,361.17575757575753,20.6,29.8
5638.0,2016-04-09,32.0,4566.0,46.6,356.053125,25.0,30.1
5639.0,2016-04-10,83.0,14201.9,99.0,369.54698795180724,27.3,29.7
5640.0,2016-04-11,53.0,9527.9,81.1,363.29622641509434,26.5,30.5
5641.0,2016-04-12,91.0,10551.2,105.4,362.06813186813184,22.9,27.6
5642.0,2016-04-13,93.0,12297.2,124.6,361.43548387096774,24.2,28.5
5643.0,2016-04-14,64.0,10141.1,80.0,368.7609375,22.9,27.3
5644.0,2016-04-15,67.0,7400.4,86.2,354.0432835820896,24.6,26.5
5645.0,2016-04-16,24.0,6327.7,33.3,370.2625,25.5,27.3
5646.0,2016-04-17,36.0,3303.7000000000003,38.9,356.81944444444446,23.2,28.2
5647.0,2016-04-18,51.0,10782.199999999999,74.9,365.5,24.2,28.3
5648.0,2016-04-19,74.0,13024.6,85.8,364.9162162162162,23.9,28.7
5649.0,2016-04-20,74.0,9752.0,108.6,358.4891891891892,25.5,30.1
5650.0,2016-04-21,63.0,10141.3,101.0,351.7603174603175,24.5,27.7
5651.0,2016-04-22,98.0,15777.7,119.6,368.15714285714284,25.9,30.4
5652.0,2016-04-23,64.0,12297.4,100.4,361.3046875,20.2,30.1
5653.0,2016-04-24,125.0,14698.8,160.2,357.648,23.1,28.4
5654.0,2016-04-25,74.0,14780.6,121.2,362.1216216216216,22.8,27.6
5655.0,2016-04-26,68.0,8893.1,89.2,356.9161764705882,23.7,26.9
5656.0,2016-04-27,42.0,10455.0,73.3,362.95238095238096,23.7,27.1
5657.0,2016-04-28,40.0,3114.2,46.4,347.5875,25.1,28.3
5658.0,2016-04-29,21.0,3379.9,28.1,363.46190476190475,24.2,25.6
5659.0,2016-04-30,2.0,170.2,2.5,354.85,26.5,29.3
5660.0,2016-05-01,19.0,4586.3,30.6,356.2315789473684,26.1,24.6
5661.0,2016-05-02,4.0,633.4,7.2,357.95,21.3,27.4
5662.0,2016-05-03,22.0,2151.2,28.1,346.1818181818182,26.4,29.6
5663.0,2016-05-04,22.0,3308.6,31.9,359.28636363636366,26.2,28.9
5664.0,2016-05-05,68.0,10755.8,82.7,365.6220588235294,22.4,28.0
5665.0,2016-05-06,32.0,7694.5,60.2,358.296875,26.7,28.5
5666.0,2016-05-07,12.0,1669.7,14.8,366.10833333333335,22.9,27.7
5667.0,2016-05-08,5.0,397.1,5.0,359.18,20.8,27.3
5668.0,2016-05-09,22.0,3009.0,26.3,364.52272727272725,22.2,28.2
5669.0,2016-05-10,6.0,404.8,9.2,333.28333333333336,24.6,28.4
5670.0,2016-05-11,3.0,317.0,4.1,355.9666666666667,23.1,25.6
5671.0,2016-05-12,64.0,11350.1,71.0,370.1828125,24.5,26.4
5672.0,2016-05-13,8.0,1184.8,10.8,357.025,25.9,27.0
5673.0,2016-05-14,24.0,3950.2,28.6,367.93333333333334,26.6,26.9
5674.0,2016-05-15,16.0,4678.5,34.2,360.56875,24.4,27.3
5675.0,2016-05-16,22.0,3508.3,26.1,368.71818181818185,22.9,28.1
5676.0,2016-05-17,48.0,8876.1,70.7,360.5854166666666,28.2,28.0
5677.0,2016-05-18,28.0,2949.4,35.9,354.45,21.9,27.7
5678.0,2016-05-19,60.0,9121.5,90.6,357.0083333333333,23.2,27.7
5679.0,2016-05-20,36.0,8068.1,61.699999999999996,359.92499999999995,24.9,29.2
5680.0,2016-05-21,26.0,2199.6,31.0,349.85,21.5,26.6
5681.0,2016-05-22,12.0,1280.8999999999999,19.3,346.3,22.0,26.5
5682.0,2016-05-23,42.0,7440.2,65.2,345.64761904761906,26.8,28.1
5683.0,2016-05-24,17.0,2621.4,23.5,360.5235294117647,22.3,27.4
5684.0,2016-05-25,11.0,1068.7,11.3,360.2,21.2,25.6
5685.0,2016-05-26,21.0,1545.2,26.2,343.6952380952381,20.2,28.2
5686.0,2016-05-27,15.0,1799.5,26.599999999999998,346.38,18.6,25.6
5687.0,2016-05-28,5.0,307.3,5.9,342.12,14.8,23.6
5688.0,2016-05-29,19.0,1508.0,25.0,346.7263157894737,19.3,23.8
5689.0,2016-05-30,27.0,3970.7000000000003,35.8,357.5888888888889,19.9,23.7
5690.0,2016-05-31,29.0,4769.3,43.9,355.80689655172415,17.5,24.9
5691.0,2016-06-01,29.0,2319.8,34.9,348.45517241379315,17.9,22.4
5692.0,2016-06-02,39.0,4430.5,53.3,351.41538461538465,19.1,20.6
5693.0,2016-06-03,5.0,400.5,7.9,334.02,18.3,21.2
5694.0,2016-06-04,15.0,1687.3,20.3,358.25333333333333,21.1,21.6
5695.0,2016-06-05,2.0,193.8,3.6,337.25,19.7,19.5
5696.0,2016-06-06,12.0,1324.6,14.2,360.3,18.4,18.7
5697.0,2016-06-07,37.0,3866.9,40.9,363.04594594594596,19.9,22.4
5698.0,2016-06-08,24.0,1233.7,31.0,333.65833333333336,20.7,24.0
5699.0,2016-06-09,27.0,3338.6000000000004,36.9,360.1,22.0,28.1
5700.0,2016-06-10,26.0,5865.2,48.1,351.86538461538464,21.4,25.2
5701.0,2016-06-11,53.0,7924.3,66.8,360.9169811320754,19.8,23.7
5702.0,2016-06-12,21.0,3385.8,34.4,355.252380952381,18.1,21.8
5703.0,2016-06-13,63.0,7199.4,84.3,356.05079365079365,20.3,20.6
5704.0,2016-06-14,31.0,4455.1,46.0,358.1225806451613,21.2,23.0
5705.0,2016-06-15,14.0,1005.9000000000001,15.8,345.2142857142857,20.5,21.4
5706.0,2016-06-16,21.0,1563.2,23.3,353.62857142857143,22.2,23.2
5707.0,2016-06-17,4.0,363.2,5.4,342.3,19.3,22.9
5708.0,2016-06-18,14.0,2217.5,20.8,358.0,21.1,22.5
5709.0,2016-06-19,10.0,1862.2,14.3,364.07,19.5,22.5
5710.0,2016-06-20,29.0,5044.2,38.5,366.1655172413793,20.4,20.5
5711.0,2016-06-21,5.0,1328.2,9.7,367.18,18.4,20.6
5712.0,2016-06-22,7.0,626.6,9.5,349.57142857142856,19.7,21.5
5713.0,2016-06-23,3.0,230.39999999999998,3.6,353.76666666666665,18.5,19.0
5714.0,2016-06-24,13.0,939.6,16.4,343.55384615384617,16.3,23.5
5715.0,2016-06-25,45.0,5980.3,51.9,368.9222222222222,15.1,18.1
5716.0,2016-06-26,3.0,181.3,4.1,338.93333333333334,15.3,17.3
5717.0,2016-06-27,37.0,3482.7,46.0,353.4054054054054,11.7,17.4
5718.0,2016-06-28,15.0,2353.2,25.9,351.25333333333333,17.3,18.5
5719.0,2016-06-29,76.0,10626.7,105.8,357.6355263157895,18.8,21.7
5720.0,2016-06-30,25.0,3229.1,32.9,360.4,16.5,22.4
5721.0,2016-07-01,49.0,6923.8,65.9,349.9591836734694,16.7,22.6
5722.0,2016-07-02,74.0,9284.3,96.0,362.4175675675676,18.2,21.6
5723.0,2016-07-03,12.0,1104.3,17.3,348.27500000000003,18.1,22.1
5724.0,2016-07-04,51.0,6753.3,63.2,363.8764705882353,15.6,22.7
5725.0,2016-07-05,31.0,6066.0,60.1,347.8838709677419,18.8,19.4
5726.0,2016-07-06,191.0,25529.1,245.4,362.38795811518327,17.7,16.6
5727.0,2016-07-07,8.0,866.1,11.4,352.3125,17.2,20.2
5728.0,2016-07-08,78.0,8167.1,92.6,357.9179487179487,15.6,23.1
5729.0,2016-07-09,43.0,5716.7,56.2,361.06511627906974,18.0,23.0
5730.0,2016-07-10,32.0,5735.8,45.9,363.06875,17.9,23.6
5731.0,2016-07-11,19.0,1961.6,21.5,361.18947368421055,18.6,21.3
5732.0,2016-07-12,25.0,2465.2,38.9,348.92800000000005,20.2,23.5
5733.0,2016-07-13,15.0,1501.3,19.1,348.64666666666665,14.0,21.1
5734.0,2016-07-14,2.0,419.79999999999995,2.8,373.05,17.0,17.8
5735.0,2016-07-15,15.0,1009.8,17.2,340.58,17.7,18.9
5736.0,2016-07-16,13.0,2096.4,17.4,368.54615384615386,18.9,18.2
5737.0,2016-07-17,7.0,1580.0,14.4,358.5571428571429,18.8,23.1
5738.0,2016-07-18,25.0,3625.2999999999997,32.6,363.87199999999996,24.2,23.5
5739.0,2016-07-19,20.0,2549.7,28.0,349.6,24.9,24.7
5740.0,2016-07-20,40.0,5804.5,55.9,361.26750000000004,16.9,25.6
5741.0,2016-07-21,16.0,2404.4,29.4,346.56875,19.3,27.1
5742.0,2016-07-22,62.0,6734.6,76.1,356.8467741935484,25.7,27.6
5743.0,2016-07-23,18.0,2596.5,29.1,349.0888888888889,17.4,29.1
5744.0,2016-07-24,72.0,7214.7,95.6,349.23055555555555,14.3,22.8
5745.0,2016-07-25,70.0,8120.3,97.9,354.8142857142857,17.9,23.0
5746.0,2016-07-26,18.0,3346.0,32.7,347.9222222222222,17.9,19.4
5747.0,2016-07-27,101.0,14237.4,134.6,362.2811881188119,18.6,20.3
5748.0,2016-07-28,100.0,11699.9,133.6,353.334,19.4,22.6
5749.0,2016-07-29,122.0,13510.1,165.8,352.077868852459,18.5,24.0
5750.0,2016-07-30,41.0,5582.5,77.0,345.8121951219512,19.8,23.4
5751.0,2016-07-31,119.0,13612.5,190.1,346.53109243697475,20.9,24.5
5752.0,2016-08-01,38.0,6356.7,62.6,353.44473684210527,18.4,25.6
5753.0,2016-08-02,77.0,10807.1,93.1,359.2376623376623,15.8,23.8
5754.0,2016-08-03,57.0,5235.6,67.4,354.17894736842106,14.6,19.3
5755.0,2016-08-04,32.0,3339.7,45.0,348.21875,18.1,20.8
5756.0,2016-08-05,56.0,7534.7,72.7,361.8607142857143,16.2,20.9
5757.0,2016-08-06,23.0,7082.599999999999,47.8,359.50869565217397,15.5,22.4
5758.0,2016-08-07,26.0,2435.8,33.0,355.5115384615384,16.4,22.4
5759.0,2016-08-08,16.0,1364.9,18.7,352.03125,19.7,22.8
5760.0,2016-08-09,41.0,2092.8,43.4,338.0219512195122,19.1,23.3
5761.0,2016-08-10,38.0,4378.3,46.2,360.57631578947365,25.2,24.4
5762.0,2016-08-11,53.0,4581.2,65.0,346.77735849056603,20.3,26.4
5763.0,2016-08-12,45.0,9272.9,77.7,363.1311111111111,19.4,22.7
5764.0,2016-08-13,12.0,1279.1,17.6,347.47499999999997,20.3,23.7
5765.0,2016-08-14,43.0,6860.1,58.5,364.57441860465116,20.0,23.6
5766.0,2016-08-15,16.0,2156.5,26.2,352.64375,19.6,22.7
5767.0,2016-08-16,93.0,10673.5,127.10000000000001,349.22150537634406,20.3,22.9
5768.0,2016-08-17,71.0,12722.0,109.60000000000001,360.5605633802817,24.2,22.7
5769.0,2016-08-18,41.0,9072.9,70.1,363.0121951219512,22.9,21.4
5770.0,2016-08-19,44.0,8384.4,59.4,367.4931818181818,24.3,23.3
5771.0,2016-08-20,13.0,2553.2,21.5,357.59230769230766,17.9,25.3
5772.0,2016-08-21,15.0,1022.0,16.4,348.2866666666667,20.4,22.9
5773.0,2016-08-22,43.0,8334.7,80.0,354.4488372093023,13.8,24.5
5774.0,2016-08-23,109.0,10787.1,144.7,347.2155963302752,18.4,26.3
5775.0,2016-08-24,49.0,6094.3,81.9,349.09591836734694,14.7,21.8
5776.0,2016-08-25,74.0,7840.1,90.5,351.20810810810815,17.3,20.8
5777.0,2016-08-26,24.0,3526.6,36.199999999999996,356.02500000000003,17.3,21.0
5778.0,2016-08-27,52.0,5502.3,69.0,351.3019230769231,19.9,21.8
5779.0,2016-08-28,46.0,5794.0,57.1,362.08043478260873,20.5,23.7
5780.0,2016-08-29,28.0,2827.9,35.9,351.29285714285714,19.6,23.7
5781.0,2016-08-30,5.0,719.7,8.2,357.58000000000004,19.9,23.3
5782.0,2016-08-31,10.0,758.6,12.8,345.7,23.6,23.7
5783.0,2016-09-01,2.0,157.1,2.5,355.0,22.5,26.1
5784.0,2016-09-02,8.0,687.1,8.6,353.975,18.0,25.6
5785.0,2016-09-03,13.0,875.0,14.6,346.83076923076925,20.5,23.2
5786.0,2016-09-04,11.0,1413.9,16.6,355.8727272727273,21.3,24.2
5787.0,2016-09-05,28.0,3692.0,38.2,352.7107142857143,21.2,23.3
5788.0,2016-09-06,17.0,4233.5,24.0,367.0470588235294,20.5,23.3
5789.0,2016-09-07,26.0,5087.9,42.0,363.0692307692307,22.0,23.7
5790.0,2016-09-08,16.0,1316.4,20.2,352.43125,21.2,24.4
5791.0,2016-09-09,13.0,1050.2,15.9,349.84615384615387,22.7,22.2
5792.0,2016-09-10,20.0,1946.8,23.8,349.32,22.7,23.3
5793.0,2016-09-11,11.0,1532.6999999999998,17.0,352.91818181818184,21.0,24.0
5794.0,2016-09-12,36.0,2347.8,41.5,346.8388888888889,20.9,25.3
5795.0,2016-09-13,9.0,970.7,15.9,349.17777777777775,20.2,26.5
5796.0,2016-09-14,5.0,394.2,10.8,330.48,24.6,25.9
5797.0,2016-09-15,4.0,125.1,4.800000000000001,327.75,22.1,26.7
5798.0,2016-09-16,5.0,704.1,11.5,348.8,22.5,25.7
5799.0,2016-09-17,20.0,2257.4,28.1,352.09000000000003,22.4,25.5
5800.0,2016-09-18,18.0,933.0,19.400000000000002,341.2055555555555,17.8,22.5
5801.0,2016-09-19,7.0,440.1,7.4,348.34285714285716,21.4,22.3
5802.0,2016-09-20,10.0,347.4,12.8,325.4,20.6,25.3
5803.0,2016-09-21,12.0,1003.1,16.1,341.39166666666665,21.2,21.4
5804.0,2016-09-22,8.0,927.4,12.8,346.8,20.1,24.7
5805.0,2016-09-23,33.0,10449.8,76.8,362.71818181818185,22.0,25.2
5806.0,2016-09-24,35.0,4900.8,51.8,351.2942857142857,22.3,26.3
5807.0,2016-09-25,41.0,10583.5,69.6,369.09268292682924,22.1,28.8
5808.0,2016-09-26,97.0,9811.5,140.8,347.5649484536083,21.8,27.6
5809.0,2016-09-27,21.0,2413.4,26.7,349.7095238095238,23.2,26.6
