,acq_date,fires,frp,scan,brightness,max_t_syd,max_t_bne
0.0,2000-11-01,104.0,17572.6,195.4,357.9826923076923,22.8,27.0
1.0,2000-11-02,211.0,45603.4,307.3,351.1123222748815,22.3,24.0
2.0,2000-11-03,181.0,27439.3,325.8,353.11767955801105,23.8,26.0
3.0,2000-11-04,239.0,29887.1,299.7,361.59916317991633,23.0,28.0
4.0,2000-11-05,43.0,7193.7,92.0,347.1813953488372,21.4,28.0
5.0,2000-11-06,135.0,24812.0,180.1,366.79555555555555,22.3,28.0
6.0,2000-11-07,65.0,18001.5,122.2,359.02923076923076,20.2,26.0
7.0,2000-11-08,275.0,24919.5,313.5,355.2447272727273,21.9,25.0
8.0,2000-11-09,49.0,6214.8,87.9,346.55510204081634,22.2,25.0
9.0,2000-11-10,196.0,20254.6,253.8,356.1397959183673,23.4,26.0
10.0,2000-11-11,109.0,17322.4,185.5,352.7550458715597,23.7,25.0
11.0,2000-11-12,150.0,37282.6,274.0,361.80466666666666,24.0,26.0
12.0,2000-11-13,109.0,21141.5,160.6,361.9779816513761,23.7,22.0
13.0,2000-11-14,53.0,22842.7,153.0,362.24528301886795,18.2,25.0
14.0,2000-11-15,114.0,18597.8,158.6,361.6070175438596,19.8,24.0
15.0,2000-11-16,89.0,19364.1,127.5,356.7865168539326,19.6,25.0
16.0,2000-11-17,84.0,12205.0,151.5,352.20238095238096,24.4,25.0
17.0,2000-11-18,141.0,15683.8,188.4,349.58936170212763,22.0,26.0
18.0,2000-11-19,99.0,21980.5,307.0,340.8767676767677,22.8,27.0
19.0,2000-11-20,183.0,25794.6,265.6,357.01147540983607,25.6,30.0
20.0,2000-11-21,86.0,32719.7,193.9,356.22441860465113,23.6,25.0
21.0,2000-11-22,97.0,12424.2,162.3,348.7546391752577,23.8,26.0
22.0,2000-11-23,270.0,47617.8,427.1,350.5740740740741,25.4,27.0
23.0,2000-11-24,159.0,26530.3,309.0,353.8729559748428,23.6,27.0
24.0,2000-11-25,110.0,22648.8,176.4,369.8845454545455,25.3,27.0
25.0,2000-11-26,147.0,45871.5,339.2,362.1843537414966,26.3,28.0
26.0,2000-11-27,422.0,114735.4,595.8,362.6184834123223,27.4,28.0
27.0,2000-11-28,73.0,20285.3,214.1,344.93013698630136,26.1,30.0
28.0,2000-11-29,278.0,43168.0,402.2,360.1093525179856,26.1,33.0
29.0,2000-11-30,256.0,54491.2,492.3,348.615234375,33.2,29.0
30.0,2000-12-01,271.0,80215.7,438.5,375.26642066420663,22.4,29.0
31.0,2000-12-02,139.0,16391.2,178.9,351.60287769784173,23.3,28.0
32.0,2000-12-03,148.0,61844.6,329.8,368.2533783783784,23.7,27.0
33.0,2000-12-04,241.0,45656.1,348.9,362.10829875518675,25.2,27.0
34.0,2000-12-05,134.0,40392.5,291.8,352.0223880597015,26.1,27.0
35.0,2000-12-06,205.0,24884.5,258.3,358.21463414634144,26.1,29.0
36.0,2000-12-07,31.0,7290.2,57.6,357.6967741935484,25.0,29.0
37.0,2000-12-08,43.0,6726.1,58.2,368.78139534883724,26.3,30.0
38.0,2000-12-09,70.0,64546.200000000004,234.1,367.91285714285715,22.9,34.0
39.0,2000-12-10,20.0,1978.2,23.3,364.12,25.6,30.0
40.0,2000-12-11,92.0,11840.1,119.7,346.9815217391304,29.9,30.0
41.0,2000-12-12,40.0,9276.1,78.5,358.29,37.8,31.0
42.0,2000-12-13,39.0,6005.5,55.5,366.0,29.2,31.0
43.0,2000-12-14,9.0,1414.3,16.8,345.5,25.1,30.0
44.0,2000-12-15,12.0,3956.1,17.8,386.10833333333335,25.1,27.0
45.0,2000-12-16,21.0,1987.5,29.7,333.2190476190476,27.0,30.0
46.0,2000-12-17,17.0,6343.8,37.5,359.5764705882353,27.5,29.0
47.0,2000-12-18,53.0,5095.0,63.9,351.7056603773585,27.5,29.0
48.0,2000-12-19,45.0,9267.4,74.8,360.4577777777778,27.8,29.0
49.0,2000-12-20,75.0,8953.8,105.7,346.956,30.3,29.0
50.0,2000-12-21,45.0,6447.3,97.7,345.8266666666667,29.4,29.0
51.0,2000-12-22,108.0,12744.9,129.1,358.8425925925926,38.7,29.0
52.0,2000-12-23,60.0,15564.1,111.6,361.03499999999997,27.1,30.0
53.0,2000-12-24,95.0,17991.4,151.0,359.44421052631577,35.5,32.0
54.0,2000-12-25,63.0,12791.5,120.9,355.42063492063494,29.9,33.0
55.0,2000-12-26,110.0,19579.6,177.5,360.99636363636364,30.4,34.0
56.0,2000-12-27,76.0,17952.7,145.0,354.0407894736842,32.8,31.0
57.0,2000-12-28,185.0,28465.3,382.6,349.7735135135135,24.0,25.0
58.0,2000-12-29,496.0,88087.5,682.8000000000001,355.720564516129,24.7,25.0
59.0,2000-12-30,188.0,32005.3,299.2,363.17393617021276,24.2,28.0
60.0,2000-12-31,257.0,43345.6,375.2,356.7548638132296,24.1,28.0
61.0,2001-01-01,200.0,53520.3,390.5,354.29449999999997,26.0,27.0
62.0,2001-01-02,542.0,161064.0,857.8000000000001,370.57767527675276,27.4,28.0
63.0,2001-01-03,279.0,48185.4,443.0,351.4960573476702,29.8,29.0
64.0,2001-01-04,333.0,102089.0,695.4,366.93993993993996,29.4,29.0
65.0,2001-01-05,256.0,71994.1,436.4,370.029296875,30.1,29.0
66.0,2001-01-06,248.0,45350.0,419.4,358.1495967741936,27.5,29.0
67.0,2001-01-07,193.0,27520.8,240.6,363.6860103626943,26.2,31.0
68.0,2001-01-08,158.0,17439.6,241.2,347.2639240506329,26.0,30.0
69.0,2001-01-09,320.0,60578.1,473.2,366.88406249999997,23.3,31.0
70.0,2001-01-10,228.0,31914.9,396.6,344.4973684210526,25.2,29.0
71.0,2001-01-11,329.0,59264.5,487.9,363.95623100303953,26.3,28.0
72.0,2001-01-12,474.0,126860.9,783.6,360.57067510548524,29.1,30.0
73.0,2001-01-13,359.0,53637.0,557.8,358.78690807799444,26.9,31.0
74.0,2001-01-14,265.0,29891.6,382.8,344.72792452830186,27.2,31.0
75.0,2001-01-15,76.0,14972.6,192.4,344.73026315789474,31.9,31.0
76.0,2001-01-16,227.0,34787.8,303.2,362.32555066079294,22.8,31.0
77.0,2001-01-17,93.0,21283.0,189.7,352.27096774193546,24.2,31.0
78.0,2001-01-18,231.0,45266.6,314.4,362.1623376623377,25.2,31.0
79.0,2001-01-19,343.0,96634.1,666.8,359.87930029154523,26.1,29.0
80.0,2001-01-20,354.0,45936.4,489.90000000000003,358.44717514124295,26.7,29.0
81.0,2001-01-21,141.0,41231.5,348.6,352.4794326241135,27.7,30.0
82.0,2001-01-22,404.0,52252.9,534.6,366.1821782178218,29.0,31.0
83.0,2001-01-23,342.0,87472.3,690.8,348.55116959064327,31.2,32.0
84.0,2001-01-24,140.0,25061.0,189.6,370.4692857142857,30.5,30.6
85.0,2001-01-25,47.0,5201.7,74.4,345.50425531914897,30.5,31.0
86.0,2001-01-26,21.0,1698.4,35.5,331.77142857142854,29.8,33.0
87.0,2001-01-27,24.0,3289.4,38.2,349.67083333333335,30.9,34.0
88.0,2001-01-28,24.0,2505.7,30.1,349.5958333333333,24.6,35.0
89.0,2001-01-29,4.0,381.6,9.0,341.95,26.9,33.0
90.0,2001-01-30,16.0,959.3,23.799999999999997,332.08125,25.3,32.0
91.0,2001-01-31,1.0,124.6,1.5,359.1,22.5,27.0
92.0,2001-02-01,8.0,889.8,10.9,354.5,26.2,25.0
93.0,2001-02-02,15.0,633.3,16.6,346.47999999999996,26.0,27.0
94.0,2001-02-03,10.0,3355.1,23.3,365.87,27.4,28.0
95.0,2001-02-04,19.0,4929.9,25.9,366.39473684210526,30.5,29.0
96.0,2001-02-05,3.0,263.8,6.0,331.8,29.7,30.0
97.0,2001-02-06,12.0,3171.6,24.1,356.3,22.9,29.0
98.0,2001-02-07,9.0,1142.6,12.8,357.94444444444446,25.8,29.0
99.0,2001-02-08,7.0,541.6,9.4,341.2142857142857,27.0,25.0
100.0,2001-02-09,8.0,953.8,12.5,340.4875,28.9,29.0
101.0,2001-02-10,25.0,1679.4,29.900000000000002,343.98,26.0,29.0
102.0,2001-02-11,3.0,1338.8,8.2,366.0,22.2,29.0
103.0,2001-02-12,7.0,506.1,10.9,343.6857142857143,27.4,29.0
104.0,2001-02-13,18.0,2382.9,29.1,344.32222222222225,31.5,29.0
105.0,2001-02-14,5.0,471.5,11.9,336.54,27.7,30.0
106.0,2001-02-15,11.0,1101.1,14.3,351.28181818181815,21.6,30.0
107.0,2001-02-16,19.0,7917.7,35.1,376.5842105263158,22.1,27.0
108.0,2001-02-17,4.0,226.4,5.7,334.35,25.3,27.0
109.0,2001-02-18,6.0,419.40000000000003,9.5,333.05,26.8,27.0
110.0,2001-02-19,8.0,1340.2,26.700000000000003,328.6125,26.3,27.0
111.0,2001-02-20,15.0,1072.6,16.6,348.4133333333333,26.7,29.0
112.0,2001-02-21,2.0,192.0,3.5,347.1,27.4,29.0
113.0,2001-02-22,24.0,2502.2999999999997,29.8,349.87083333333334,29.9,31.0
114.0,2001-02-23,1.0,186.8,2.1,358.3,28.5,31.0
115.0,2001-02-24,19.0,1840.8,31.7,335.4157894736842,28.7,31.0
116.0,2001-02-25,25.0,2869.3,34.800000000000004,361.2,27.7,31.0
117.0,2001-02-26,74.0,8340.2,93.60000000000001,348.7864864864865,31.1,32.0
118.0,2001-02-27,23.0,4473.8,44.7,349.4826086956522,30.1,34.0
119.0,2001-02-28,45.0,7074.9,56.6,367.24444444444447,32.2,31.0
120.0,2001-03-01,18.0,3726.1,35.2,344.7888888888889,24.0,32.0
121.0,2001-03-02,12.0,3710.9,35.8,343.45,27.1,30.0
122.0,2001-03-03,5.0,531.0,7.300000000000001,350.46,23.6,28.0
123.0,2001-03-04,4.0,228.6,8.4,322.5,25.8,30.0
124.0,2001-03-05,5.0,269.4,8.1,329.91999999999996,25.6,30.0
125.0,2001-03-06,2.0,128.2,2.0,358.2,26.7,29.0
126.0,2001-03-07,20.0,2692.5,43.4,341.19,26.8,29.0
127.0,2001-03-08,26.0,1336.2,29.900000000000002,335.03846153846155,27.1,31.0
128.0,2001-03-09,9.0,1623.3,18.0,343.0222222222222,24.3,32.0
129.0,2001-03-10,13.0,1690.3999999999999,18.1,361.3923076923077,27.7,30.0
131.0,2001-03-12,24.0,3256.5,41.3,349.16249999999997,26.8,30.0
132.0,2001-03-13,17.0,1374.4,24.6,341.1764705882353,24.7,32.0
133.0,2001-03-14,13.0,1844.1000000000001,23.3,348.7230769230769,25.6,28.0
134.0,2001-03-15,16.0,2102.5,25.1,347.30625,26.4,28.0
135.0,2001-03-16,7.0,2075.4,7.0,373.14285714285717,26.6,27.0
136.0,2001-03-17,2.0,151.2,2.9000000000000004,338.15,25.9,29.0
137.0,2001-03-18,5.0,96.1,5.0,323.06,26.4,33.0
138.0,2001-03-19,11.0,2321.8,16.0,362.0090909090909,28.1,30.0
139.0,2001-03-20,8.0,521.0,9.9,338.6875,26.9,31.0
140.0,2001-03-21,1.0,233.7,2.3,357.3,25.9,31.0
141.0,2001-03-22,11.0,745.7,13.9,338.92727272727274,24.9,32.0
142.0,2001-03-23,1.0,83.6,2.8,319.4,29.7,32.0
143.0,2001-03-24,20.0,2904.6,29.1,349.98,24.7,31.0
144.0,2001-03-25,11.0,4261.9,29.6,344.26363636363635,23.0,32.0
145.0,2001-03-26,13.0,1095.9,19.1,347.20000000000005,27.8,32.0
146.0,2001-03-27,11.0,1053.3,15.1,346.60909090909087,28.1,28.0
147.0,2001-03-28,34.0,4134.8,64.0,343.0176470588235,21.7,29.0
148.0,2001-03-29,41.0,6350.5,55.300000000000004,357.8439024390244,23.5,27.0
149.0,2001-03-30,20.0,8403.4,58.6,355.375,25.2,26.0
150.0,2001-03-31,27.0,3214.1,44.4,345.2,24.6,26.0
151.0,2001-04-01,17.0,5658.6,41.0,362.22941176470584,26.3,27.0
152.0,2001-04-02,32.0,5591.1,63.2,351.2125,25.1,27.0
153.0,2001-04-03,65.0,6432.6,84.1,347.6123076923077,19.7,28.0
154.0,2001-04-04,76.0,38305.6,221.2,360.3486842105263,25.7,26.0
155.0,2001-04-05,277.0,77434.5,303.5,385.9292418772563,26.4,27.0
156.0,2001-04-06,28.0,6591.7,58.7,351.21785714285716,26.4,27.0
157.0,2001-04-07,23.0,2160.0,28.7,349.6260869565217,26.3,27.0
158.0,2001-04-08,21.0,3448.7,30.9,358.1952380952381,24.7,26.0
159.0,2001-04-09,36.0,4203.7,66.6,333.81111111111113,26.4,27.0
160.0,2001-04-10,190.0,48359.3,379.2,358.1763157894737,21.0,28.0
161.0,2001-04-11,90.0,16259.6,171.2,351.27777777777777,27.0,30.0
162.0,2001-04-12,203.0,61203.5,264.6,376.3995073891626,18.1,27.0
163.0,2001-04-13,16.0,2039.6,25.1,353.08125,22.1,24.0
164.0,2001-04-14,40.0,3043.5,53.3,338.46750000000003,23.8,25.0
165.0,2001-04-15,37.0,11003.1,72.3,360.0972972972973,28.4,27.0
166.0,2001-04-16,32.0,7064.1,55.4,357.2875,25.2,27.0
167.0,2001-04-17,24.0,5922.7,43.4,360.62083333333334,29.0,27.0
168.0,2001-04-18,71.0,12878.6,133.9,345.20704225352114,25.6,27.0
169.0,2001-04-19,47.0,5869.3,73.9,349.58297872340427,29.7,28.0
170.0,2001-04-20,17.0,2606.4,28.5,355.8235294117647,20.9,28.0
171.0,2001-04-21,35.0,4024.1,55.1,349.54285714285714,18.2,25.0
172.0,2001-04-22,19.0,2054.5,29.7,345.63157894736844,19.0,25.0
173.0,2001-04-23,47.0,7255.3,71.4,356.76170212765953,22.1,27.0
174.0,2001-04-24,28.0,4390.5,46.8,348.19642857142856,22.5,27.0
175.0,2001-04-25,55.0,5649.8,96.7,338.2218181818182,25.0,29.0
176.0,2001-04-26,112.0,18211.8,160.3,354.9276785714286,25.7,29.0
177.0,2001-04-27,47.0,10025.2,100.9,347.27659574468083,25.8,27.0
178.0,2001-04-28,49.0,4544.9,71.9,349.7142857142857,22.4,28.0
179.0,2001-04-29,53.0,29729.0,151.5,351.79811320754715,21.1,26.0
180.0,2001-04-30,116.0,13609.8,135.9,363.0543103448276,19.9,25.0
181.0,2001-05-01,99.0,13854.4,153.1,345.8919191919192,21.1,26.0
182.0,2001-05-02,119.0,23103.1,167.5,366.1924369747899,20.7,27.0
183.0,2001-05-03,62.0,14401.2,114.0,364.35322580645163,21.7,27.0
184.0,2001-05-04,45.0,10134.3,95.2,352.00222222222226,22.9,27.0
185.0,2001-05-05,87.0,9263.9,106.8,352.05862068965513,19.3,28.0
186.0,2001-05-06,46.0,12790.1,64.7,369.6543478260869,18.3,26.0
187.0,2001-05-07,89.0,9333.9,119.1,352.7550561797753,16.7,23.0
188.0,2001-05-08,25.0,2879.3,34.7,353.02,16.8,25.0
189.0,2001-05-09,45.0,5273.3,62.4,350.72444444444443,18.4,25.0
190.0,2001-05-10,63.0,9060.0,91.4,354.87936507936513,20.5,27.0
191.0,2001-05-11,48.0,6794.8,72.7,351.63124999999997,21.2,26.0
192.0,2001-05-12,160.0,38945.9,306.8,357.100625,21.1,25.0
193.0,2001-05-13,74.0,23541.3,150.5,364.2189189189189,21.7,25.0
194.0,2001-05-14,129.0,16912.6,143.5,362.1674418604651,22.0,25.0
195.0,2001-05-15,36.0,9957.3,77.9,354.8305555555555,22.4,25.0
196.0,2001-05-16,75.0,11859.6,99.5,359.72266666666667,25.1,27.0
197.0,2001-05-17,31.0,2688.4,42.1,343.5967741935484,21.5,27.0
198.0,2001-05-18,48.0,8254.9,92.7,349.16041666666666,15.3,26.0
199.0,2001-05-19,115.0,19603.7,165.1,360.6278260869565,16.2,23.0
200.0,2001-05-20,68.0,23964.4,164.5,356.73970588235295,20.9,19.0
201.0,2001-05-21,136.0,17552.1,173.3,356.5176470588235,19.8,20.0
202.0,2001-05-22,43.0,8819.7,70.0,363.81627906976746,18.5,23.0
203.0,2001-05-23,129.0,11068.4,153.5,348.0922480620155,20.5,23.0
204.0,2001-05-24,107.0,29261.8,235.6,357.9747663551402,20.6,22.0
205.0,2001-05-25,72.0,7309.9,94.5,353.3833333333333,19.2,23.0
206.0,2001-05-26,62.0,7637.4,100.6,344.083870967742,20.1,24.0
207.0,2001-05-27,59.0,7556.9,127.5,337.99830508474577,21.2,26.0
208.0,2001-05-28,119.0,16148.800000000001,162.1,354.7386554621849,19.0,22.0
209.0,2001-05-29,73.0,16951.7,132.0,359.472602739726,16.4,21.0
210.0,2001-05-30,89.0,11204.2,108.8,359.90449438202245,18.9,23.0
211.0,2001-05-31,46.0,5843.9,94.2,339.9586956521739,18.7,23.0
212.0,2001-06-01,112.0,29139.1,126.7,379.73035714285714,17.6,23.0
213.0,2001-06-02,46.0,8960.3,75.9,359.8695652173913,21.2,25.0
214.0,2001-06-03,30.0,7696.3,60.9,355.6333333333333,20.0,24.0
215.0,2001-06-04,54.0,7832.6,75.0,357.4851851851852,21.0,24.0
216.0,2001-06-05,42.0,14848.1,107.7,355.9095238095238,20.9,24.0
217.0,2001-06-06,145.0,15315.9,182.4,351.68413793103446,21.3,24.0
218.0,2001-06-07,11.0,738.6,13.5,345.6363636363636,21.6,24.0
219.0,2001-06-08,10.0,1419.4,13.2,359.5,19.6,24.0
220.0,2001-06-09,10.0,794.8,15.0,340.27,21.6,26.0
221.0,2001-06-10,36.0,7839.8,50.900000000000006,367.15,21.3,26.0
222.0,2001-06-11,26.0,6719.099999999999,59.6,344.9846153846154,18.9,24.0
223.0,2001-06-12,64.0,7622.5,93.9,345.9046875,18.7,22.0
224.0,2001-06-13,54.0,9049.8,72.8,362.83518518518514,21.7,26.0
225.0,2001-06-14,16.0,737.2,18.4,333.9,18.4,24.0
226.0,2001-06-15,13.0,3585.4,16.8,381.0,15.9,18.0
245.0,2001-07-04,39.0,26609.4,105.0,363.1820512820513,18.4,22.0
246.0,2001-07-05,29.0,2576.5,37.9,344.79655172413794,19.4,23.0
247.0,2001-07-06,37.0,6174.6,51.1,359.7972972972973,15.7,24.0
248.0,2001-07-07,14.0,1019.4,14.1,345.36428571428576,16.6,19.0
249.0,2001-07-08,44.0,3370.6,52.4,343.42727272727274,15.8,19.0
250.0,2001-07-09,31.0,8202.9,89.9,339.8322580645161,13.9,20.0
251.0,2001-07-10,33.0,3179.3,36.6,353.57575757575756,19.8,21.0
252.0,2001-07-11,23.0,2892.9,40.2,349.32608695652175,16.0,23.0
253.0,2001-07-12,25.0,2346.2,33.7,345.94800000000004,18.0,24.0
254.0,2001-07-13,8.0,519.2,11.1,336.775,20.0,25.0
255.0,2001-07-14,45.0,9418.2,73.1,362.38444444444445,20.2,25.0
256.0,2001-07-15,19.0,3349.6,30.3,355.37368421052633,18.9,25.0
257.0,2001-07-16,16.0,2075.8,24.2,344.8625,18.5,24.0
258.0,2001-07-17,17.0,1716.6,18.400000000000002,362.8176470588235,16.6,22.0
259.0,2001-07-18,7.0,1321.3999999999999,10.9,362.0571428571429,19.0,22.0
260.0,2001-07-19,23.0,2472.9,28.4,355.7391304347826,19.0,23.0
261.0,2001-07-20,15.0,3255.7,27.4,360.35333333333335,18.3,23.0
262.0,2001-07-21,18.0,2248.8,26.4,351.71666666666664,17.1,24.0
263.0,2001-07-22,86.0,16305.0,148.4,350.97441860465113,13.7,23.0
264.0,2001-07-23,30.0,5637.7,70.6,342.96,17.4,23.0
265.0,2001-07-24,38.0,2720.1,51.9,342.4526315789474,19.5,20.0
266.0,2001-07-25,33.0,3868.3,57.9,339.07272727272726,16.6,23.0
267.0,2001-07-26,63.0,8154.5,80.10000000000001,357.6984126984127,15.3,21.0
268.0,2001-07-27,31.0,4241.8,48.1,354.916129032258,14.5,19.0
269.0,2001-07-28,73.0,10203.8,108.6,355.23561643835615,14.2,19.0
270.0,2001-07-29,63.0,13399.3,84.1,364.91111111111115,16.9,24.0
271.0,2001-07-30,70.0,18040.4,116.3,362.28,16.0,24.0
272.0,2001-07-31,164.0,30878.9,220.5,364.28170731707314,20.4,24.0
273.0,2001-08-01,139.0,87033.5,419.2,357.07697841726616,20.8,25.0
274.0,2001-08-02,380.0,68259.1,455.90000000000003,360.8807894736842,18.4,21.0
275.0,2001-08-03,122.0,29066.5,213.6,355.63524590163934,19.6,21.0
276.0,2001-08-04,146.0,18688.2,181.0,355.75616438356167,22.6,21.0
277.0,2001-08-05,58.0,12298.5,110.7,351.5965517241379,23.9,25.0
278.0,2001-08-06,66.0,9963.5,109.4,349.0984848484849,18.6,27.0
279.0,2001-08-07,95.0,20735.5,165.9,354.0105263157895,19.2,23.0
280.0,2001-08-08,74.0,16985.0,163.4,350.3554054054054,17.0,27.0
281.0,2001-08-09,187.0,36805.4,275.0,362.6550802139037,18.9,23.0
282.0,2001-08-10,94.0,17540.1,182.6,349.32978723404256,21.8,24.0
283.0,2001-08-11,150.0,18332.8,236.0,349.818,22.5,22.0
284.0,2001-08-12,108.0,18440.7,195.8,352.38518518518515,20.2,23.0
285.0,2001-08-13,131.0,25391.5,215.0,361.0526717557252,19.9,24.0
286.0,2001-08-14,98.0,13842.6,170.3,349.24693877551016,20.3,22.0
287.0,2001-08-15,114.0,21428.7,198.6,353.87280701754383,23.2,23.0
288.0,2001-08-16,256.0,35665.2,338.4,357.79453125,24.9,25.0
289.0,2001-08-17,93.0,12889.7,157.8,345.9645161290323,17.1,25.0
290.0,2001-08-18,118.0,14122.2,178.4,347.4381355932203,17.1,22.0
291.0,2001-08-19,88.0,15491.9,154.2,351.44204545454545,19.8,23.0
292.0,2001-08-20,142.0,17408.8,202.70000000000002,348.8654929577465,20.2,23.0
293.0,2001-08-21,109.0,18228.9,192.4,352.3467889908257,17.1,25.0
294.0,2001-08-22,162.0,28590.3,266.5,356.80370370370366,16.8,23.0
295.0,2001-08-23,274.0,41713.6,378.3,357.83503649635037,17.1,23.0
296.0,2001-08-24,73.0,16248.6,173.1,346.0,18.8,21.0
297.0,2001-08-25,518.0,70816.4,626.6,359.10675675675674,22.3,23.0
298.0,2001-08-26,162.0,33870.1,290.1,350.71543209876546,21.3,23.0
299.0,2001-08-27,205.0,28047.6,313.4,353.4619512195122,14.4,20.0
300.0,2001-08-28,147.0,19223.4,227.0,351.1448979591837,18.9,21.0
301.0,2001-08-29,289.0,51489.4,456.9,354.85640138408303,14.9,23.0
302.0,2001-08-30,653.0,166216.0,1012.4,364.6033690658499,18.6,24.0
303.0,2001-08-31,356.0,74628.5,742.8,347.775,17.6,22.0
304.0,2001-09-01,497.0,72496.3,725.6,354.98712273641854,18.5,21.0
305.0,2001-09-02,287.0,72814.4,604.9,350.8905923344948,20.5,24.0
306.0,2001-09-03,381.0,63585.2,533.1,359.06010498687664,22.4,24.0
307.0,2001-09-04,293.0,99395.8,532.7,359.6877133105802,22.1,26.0
308.0,2001-09-05,561.0,115865.8,840.8,363.0279857397505,18.4,26.0
309.0,2001-09-06,499.0,173003.2,931.1,366.049498997996,19.8,24.0
310.0,2001-09-07,374.0,103708.5,620.9,366.25401069518716,20.0,22.0
311.0,2001-09-08,254.0,73046.1,452.0,366.10472440944886,25.5,22.0
312.0,2001-09-09,129.0,26118.2,244.3,350.6945736434108,21.2,26.0
313.0,2001-09-10,387.0,89889.1,432.90000000000003,381.5175710594315,20.4,25.0
314.0,2001-09-11,206.0,29469.100000000002,299.4,354.6407766990291,20.9,24.0
315.0,2001-09-12,249.0,73308.7,398.2,369.67831325301205,21.4,25.0
316.0,2001-09-13,129.0,30102.3,216.70000000000002,360.8170542635659,22.2,28.0
317.0,2001-09-14,158.0,17870.8,255.6,342.6094936708861,22.5,26.0
318.0,2001-09-15,228.0,41745.3,364.7,356.5078947368421,23.1,26.0
319.0,2001-09-16,208.0,47361.6,387.1,354.90336538461537,24.8,25.0
320.0,2001-09-17,457.0,75841.9,736.0,355.56827133479214,21.8,25.0
321.0,2001-09-18,506.0,107029.1,789.9,360.0974308300395,22.9,25.0
322.0,2001-09-19,244.0,46511.4,348.9,363.37868852459013,24.6,25.0
323.0,2001-09-20,96.0,16595.7,160.8,355.23125,24.8,25.0
324.0,2001-09-21,243.0,38600.2,414.9,353.00205761316874,24.0,25.0
325.0,2001-09-22,205.0,42714.4,331.0,356.88097560975615,23.6,25.0
326.0,2001-09-23,180.0,41191.2,364.09999999999997,350.65055555555557,22.9,26.0
327.0,2001-09-24,427.0,75351.9,572.2,360.4571428571429,25.9,25.0
328.0,2001-09-25,198.0,36259.7,385.3,346.16262626262625,30.2,26.0
329.0,2001-09-26,417.0,71763.0,603.2,358.1817745803357,19.2,29.0
330.0,2001-09-27,400.0,83779.3,723.0,355.2975,18.4,25.0
331.0,2001-09-28,294.0,41480.9,449.0,355.89285714285717,21.8,27.0
332.0,2001-09-29,447.0,118519.0,797.1,357.70380313199104,21.7,26.0
333.0,2001-09-30,301.0,60394.8,592.3,351.3524916943522,23.6,26.0
334.0,2001-10-01,430.0,73998.6,653.7,357.96767441860464,23.4,26.0
335.0,2001-10-02,211.0,32531.5,329.0,356.94028436018954,24.5,27.0
336.0,2001-10-03,214.0,36913.2,341.7,357.89158878504674,25.7,25.0
337.0,2001-10-04,221.0,31379.5,330.6,351.13167420814483,22.1,28.0
338.0,2001-10-05,243.0,51562.0,410.5,361.3699588477366,21.0,28.0
339.0,2001-10-06,251.0,40566.8,394.0,345.99800796812747,26.6,27.0
340.0,2001-10-07,206.0,54912.3,450.6,348.9922330097087,19.7,33.0
341.0,2001-10-08,174.0,25423.5,247.1,350.1971264367816,21.2,29.0
342.0,2001-10-09,430.0,76451.8,522.2,363.93325581395345,20.5,26.0
343.0,2001-10-10,216.0,95260.7,513.4,356.5509259259259,21.0,25.0
344.0,2001-10-11,169.0,41967.6,315.5,361.8934911242604,18.4,25.0
345.0,2001-10-12,119.0,18801.0,158.5,360.93109243697484,23.9,31.0
346.0,2001-10-13,169.0,17808.9,220.4,351.2402366863905,26.3,29.0
347.0,2001-10-14,57.0,22433.9,103.1,374.780701754386,22.1,29.0
348.0,2001-10-15,112.0,13286.5,182.9,344.06607142857143,21.4,27.0
349.0,2001-10-16,226.0,32810.3,376.5,348.3146017699115,24.4,27.0
350.0,2001-10-17,177.0,35781.2,235.5,370.335593220339,25.9,22.0
351.0,2001-10-18,174.0,26898.0,277.0,347.732183908046,26.5,29.0
352.0,2001-10-19,96.0,16356.6,191.2,351.68125000000003,22.3,30.0
353.0,2001-10-20,157.0,19669.3,223.4,344.3732484076433,18.9,24.0
354.0,2001-10-21,172.0,35337.5,303.7,355.0040697674418,21.5,25.0
355.0,2001-10-22,280.0,49336.2,424.0,350.1032142857143,22.7,25.0
356.0,2001-10-23,72.0,18877.5,163.7,351.67083333333335,22.9,25.0
357.0,2001-10-24,146.0,26198.9,239.1,356.78356164383564,28.5,26.0
358.0,2001-10-25,135.0,28899.0,337.0,347.1066666666667,29.9,28.0
359.0,2001-10-26,380.0,100177.9,489.1,373.7294736842106,26.7,24.0
360.0,2001-10-27,239.0,42952.6,408.4,351.4410041841004,25.9,30.0
361.0,2001-10-28,132.0,14817.3,199.4,354.92575757575753,25.9,31.0
362.0,2001-10-29,233.0,29318.6,305.9,350.91716738197425,31.1,31.0
363.0,2001-10-30,197.0,33264.7,402.6,348.4157360406091,25.0,36.0
364.0,2001-10-31,775.0,112218.9,1129.2,351.2685161290322,27.4,33.0
365.0,2001-11-01,302.0,48392.7,550.8,343.46225165562913,24.2,32.0
366.0,2001-11-02,355.0,58141.6,757.6,345.4588732394366,23.7,34.0
367.0,2001-11-03,447.0,88029.6,740.1,347.5123042505593,21.6,25.0
368.0,2001-11-04,194.0,26082.4,285.3,353.96443298969075,23.4,26.0
369.0,2001-11-05,428.0,106174.0,894.8,352.7331775700934,25.1,25.0
370.0,2001-11-06,618.0,79739.6,789.8000000000001,354.1652103559871,24.5,27.0
